# NNLO + N3LL: NNLOJET + RADISH
# x[1] y_ctr[2] y_min[3] y_max[4]
1.000000e+00 2.943451e-02 2.643461e-02 3.431135e-02
3.000000e+00 5.475972e-02 5.394599e-02 5.846596e-02
5.000000e+00 5.424268e-02 5.318190e-02 5.581152e-02
7.000000e+00 4.717102e-02 4.644914e-02 4.789242e-02
9.000000e+00 3.957140e-02 3.917182e-02 4.026042e-02
1.100000e+01 3.326435e-02 3.258517e-02 3.368757e-02
1.300000e+01 2.800480e-02 2.734973e-02 2.867603e-02
1.500000e+01 2.390145e-02 2.312722e-02 2.432834e-02
1.700000e+01 2.055122e-02 1.979196e-02 2.091025e-02
1.900000e+01 1.752837e-02 1.698271e-02 1.787442e-02
2.125000e+01 1.490529e-02 1.437048e-02 1.515320e-02
2.375000e+01 1.263074e-02 1.218863e-02 1.272565e-02
2.625000e+01 1.070499e-02 1.032001e-02 1.081905e-02
2.875000e+01 9.211400e-03 8.886358e-03 9.357198e-03
3.150000e+01 7.902157e-03 7.574054e-03 7.933346e-03
3.450000e+01 6.724071e-03 6.402722e-03 6.732421e-03
3.750000e+01 5.633765e-03 5.392228e-03 5.675139e-03
4.050000e+01 4.831511e-03 4.637543e-03 4.871022e-03
4.350000e+01 4.164893e-03 3.998419e-03 4.208527e-03
4.650000e+01 3.629111e-03 3.482436e-03 3.673385e-03
4.950000e+01 3.146646e-03 3.007501e-03 3.193515e-03
5.250000e+01 2.782945e-03 2.650469e-03 2.810632e-03
5.550000e+01 2.416515e-03 2.299999e-03 2.435656e-03
5.900000e+01 2.104757e-03 1.991581e-03 2.111950e-03
6.300000e+01 1.755093e-03 1.671994e-03 1.769450e-03
6.750000e+01 1.443774e-03 1.387830e-03 1.473844e-03
7.250000e+01 1.184397e-03 1.136949e-03 1.195866e-03
7.750000e+01 9.805651e-04 9.298704e-04 9.866718e-04
8.250000e+01 7.948200e-04 7.552281e-04 8.002637e-04
9.000000e+01 5.977055e-04 5.677987e-04 6.019100e-04
1.000000e+02 4.241772e-04 4.019835e-04 4.267327e-04
1.150000e+02 2.632577e-04 2.512135e-04 2.646300e-04
1.375000e+02 1.391680e-04 1.322627e-04 1.396955e-04
1.625000e+02 7.257635e-05 6.905661e-05 7.290736e-05
1.875000e+02 4.009135e-05 3.797577e-05 4.019496e-05
2.250000e+02 1.861371e-05 1.761143e-05 1.866344e-05
2.750000e+02 7.049276e-06 6.644950e-06 7.063337e-06
3.250000e+02 2.968152e-06 2.802809e-06 2.974611e-06
3.750000e+02 1.346386e-06 1.267126e-06 1.349441e-06
4.350000e+02 5.799807e-07 5.440753e-07 5.814167e-07
5.100000e+02 2.187441e-07 2.028366e-07 2.241964e-07
