# NNLO + N3LL: NNLOJET + RADISH
# x[1] y_ctr[2] y_min[3] y_max[4]
1.000000e+00 4.659492e-02 4.107210e-02 5.382513e-02
3.000000e+00 7.867881e-02 7.506407e-02 8.465262e-02
5.000000e+00 7.189374e-02 7.189374e-02 7.409313e-02
7.000000e+00 5.703077e-02 5.584458e-02 5.936830e-02
9.000000e+00 4.412050e-02 4.292259e-02 4.682378e-02
1.150000e+01 3.134428e-02 3.009619e-02 3.299056e-02
1.450000e+01 2.178100e-02 2.063886e-02 2.246892e-02
1.800000e+01 1.472029e-02 1.394060e-02 1.489717e-02
2.250000e+01 9.639574e-03 8.872923e-03 9.723142e-03
2.750000e+01 6.083243e-03 5.658151e-03 6.138270e-03
3.350000e+01 4.065959e-03 3.726337e-03 4.092497e-03
4.100000e+01 2.607050e-03 2.453652e-03 2.615578e-03
5.000000e+01 1.768890e-03 1.651255e-03 1.789272e-03
6.000000e+01 1.164554e-03 1.088203e-03 1.172335e-03
7.000000e+01 7.837721e-04 7.337116e-04 7.886142e-04
8.000000e+01 5.342143e-04 5.037113e-04 5.403548e-04
9.500000e+01 3.251174e-04 3.060529e-04 3.264882e-04
1.275000e+02 1.220082e-04 1.163773e-04 1.223710e-04
