# NNLO + N3LL: NNLOJET + RADISH
# x[1] y_ctr[2] y_min[3] y_max[4]
1.000000e+00 2.458019e-02 2.220702e-02 2.811868e-02
3.000000e+00 4.595196e-02 4.528826e-02 4.933538e-02
5.000000e+00 4.663514e-02 4.663514e-02 4.882433e-02
7.000000e+00 4.231292e-02 4.131918e-02 4.291566e-02
9.000000e+00 3.679152e-02 3.628080e-02 3.745382e-02
1.150000e+01 3.037699e-02 2.981187e-02 3.064936e-02
1.450000e+01 2.412954e-02 2.366688e-02 2.456772e-02
1.800000e+01 1.909316e-02 1.855471e-02 1.927616e-02
2.250000e+01 1.438766e-02 1.393758e-02 1.452933e-02
2.750000e+01 1.082302e-02 1.047454e-02 1.093473e-02
3.350000e+01 7.912649e-03 7.672584e-03 7.980969e-03
4.100000e+01 5.653715e-03 5.406672e-03 5.666498e-03
5.000000e+01 3.876572e-03 3.704886e-03 3.890263e-03
6.000000e+01 2.691904e-03 2.542177e-03 2.691904e-03
7.000000e+01 1.868779e-03 1.784881e-03 1.882085e-03
8.000000e+01 1.347957e-03 1.284021e-03 1.361289e-03
9.500000e+01 8.624309e-04 8.241320e-04 8.755865e-04
1.275000e+02 3.686584e-04 3.535353e-04 3.723753e-04
