# NNLO + N3LL: NNLOJET + RADISH
# x[1] y_ctr[2] y_min[3] y_max[4]
1.000000e+00 2.977968e-02 2.639011e-02 3.438134e-02
3.000000e+00 5.534391e-02 5.435333e-02 5.881548e-02
5.000000e+00 5.476296e-02 5.358845e-02 5.619985e-02
7.000000e+00 4.719547e-02 4.656465e-02 4.808522e-02
9.000000e+00 3.966605e-02 3.928245e-02 4.054384e-02
1.150000e+01 3.196998e-02 3.128248e-02 3.249707e-02
1.450000e+01 2.497188e-02 2.424177e-02 2.548827e-02
1.800000e+01 1.904849e-02 1.840885e-02 1.951720e-02
2.250000e+01 1.362147e-02 1.322575e-02 1.386941e-02
2.750000e+01 9.969946e-03 9.545382e-03 1.001281e-02
3.350000e+01 6.969714e-03 6.709813e-03 7.013868e-03
4.100000e+01 4.720558e-03 4.516324e-03 4.748002e-03
5.000000e+01 3.050221e-03 2.937743e-03 3.087416e-03
6.000000e+01 1.991673e-03 1.898943e-03 2.002573e-03
7.000000e+01 1.297468e-03 1.243808e-03 1.303287e-03
8.000000e+01 8.713090e-04 8.322980e-04 8.765096e-04
9.500000e+01 5.027657e-04 4.796876e-04 5.060188e-04
1.275000e+02 1.890063e-04 1.805709e-04 1.899004e-04
