# NNLO + N3LL: NNLOJET + RADISH
# x[1] y_ctr[2] y_min[3] y_max[4]
1.000000e+00 2.943214e-02 2.730887e-02 3.569866e-02
3.000000e+00 5.307716e-02 5.219538e-02 5.786028e-02
5.000000e+00 5.244156e-02 5.159565e-02 5.405820e-02
7.000000e+00 4.575243e-02 4.449906e-02 4.619210e-02
9.000000e+00 3.788368e-02 3.716058e-02 3.833802e-02
1.150000e+01 3.039020e-02 2.943155e-02 3.081917e-02
1.450000e+01 2.424976e-02 2.321127e-02 2.442823e-02
1.800000e+01 1.843488e-02 1.780764e-02 1.878159e-02
2.250000e+01 1.378273e-02 1.320423e-02 1.389018e-02
2.750000e+01 1.010674e-02 9.745867e-03 1.020619e-02
3.350000e+01 7.386430e-03 7.117180e-03 7.517019e-03
4.100000e+01 5.320608e-03 5.052043e-03 5.351641e-03
5.000000e+01 3.607579e-03 3.416100e-03 3.640943e-03
6.000000e+01 2.341396e-03 2.224887e-03 2.381949e-03
7.000000e+01 1.589857e-03 1.496493e-03 1.599871e-03
8.000000e+01 1.068076e-03 9.910608e-04 1.075204e-03
9.500000e+01 5.755346e-04 5.376774e-04 5.793492e-04
1.275000e+02 2.119347e-04 1.967168e-04 2.128261e-04
