# NNLO + N3LL: NNLOJET + RADISH
# x[1] y_ctr[2] y_min[3] y_max[4]
1.000000e+00 2.952818e-02 2.671967e-02 3.440351e-02
3.000000e+00 5.460078e-02 5.380114e-02 5.846924e-02
5.000000e+00 5.387936e-02 5.294643e-02 5.539792e-02
7.000000e+00 4.695391e-02 4.607352e-02 4.766218e-02
9.000000e+00 3.982258e-02 3.922185e-02 4.046245e-02
1.150000e+01 3.218117e-02 3.137429e-02 3.258275e-02
1.450000e+01 2.507151e-02 2.434481e-02 2.549795e-02
1.800000e+01 1.915821e-02 1.856624e-02 1.951187e-02
2.250000e+01 1.397528e-02 1.341503e-02 1.406439e-02
2.750000e+01 9.959252e-03 9.644798e-03 1.012100e-02
3.350000e+01 7.068549e-03 6.777498e-03 7.151597e-03
4.100000e+01 4.700392e-03 4.498411e-03 4.749242e-03
5.000000e+01 3.044779e-03 2.915364e-03 3.082858e-03
6.000000e+01 1.980335e-03 1.881237e-03 1.994857e-03
7.000000e+01 1.299706e-03 1.249640e-03 1.318590e-03
8.000000e+01 8.860058e-04 8.424355e-04 8.914081e-04
9.500000e+01 5.077779e-04 4.842413e-04 5.109080e-04
1.275000e+02 1.958323e-04 1.870501e-04 1.971281e-04
