# NNLO + N3LL: NNLOJET + RADISH
# x[1] y_ctr[2] y_min[3] y_max[4]
1.000000e+00 2.928015e-02 2.628720e-02 3.460661e-02
3.000000e+00 5.374104e-02 5.331023e-02 5.781972e-02
5.000000e+00 5.229288e-02 5.159986e-02 5.430924e-02
7.000000e+00 4.592103e-02 4.481039e-02 4.641138e-02
9.000000e+00 3.898408e-02 3.813360e-02 3.944452e-02
1.150000e+01 3.064027e-02 3.006777e-02 3.117982e-02
1.450000e+01 2.407281e-02 2.360608e-02 2.462884e-02
1.800000e+01 1.906246e-02 1.831914e-02 1.929707e-02
2.250000e+01 1.396440e-02 1.349577e-02 1.404728e-02
2.750000e+01 1.057216e-02 1.004153e-02 1.058429e-02
3.350000e+01 7.564019e-03 7.263716e-03 7.631184e-03
4.100000e+01 5.135642e-03 4.864395e-03 5.151119e-03
5.000000e+01 3.293129e-03 3.149508e-03 3.353467e-03
6.000000e+01 2.135241e-03 2.011641e-03 2.149039e-03
7.000000e+01 1.386703e-03 1.318446e-03 1.411218e-03
8.000000e+01 9.285040e-04 8.805430e-04 9.373874e-04
9.500000e+01 5.438696e-04 5.115016e-04 5.474371e-04
1.275000e+02 2.137183e-04 2.010752e-04 2.146364e-04
