time_stamp,nav_roll,nav_pitch,nav_bearing,target_bearing,wp_dist,alt_error,airspeed,groundspeed,throttle,climb,heading,GPS_status,Gyro_status,Accel_status,Baro_status,PreArm_error,chan1_raw,chan2_raw,chan3_raw,chan4_raw,satellites_visible,MODE,PHASE,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,lat,lon,relative_alt
17:44:39,-4.01E-05,0.000301605,1,0,0,0.03580657,0,0.021388704,0,-0.018157724,1,1,1,1,1,0,1500,1500,1000,1500,10,STABILIZE,INITIALISATION,-7.15E-05,0.001573646,0.027925149,0.000295314,0.000236776,0.00244925,-35.3632621,149.1652374,0
17:44:41,-4.01E-05,0.000301604,1,0,0,0.020881137,0,0.026778274,0,-0.004342045,1,1,1,1,1,0,1500,1500,1000,1500,10,STABILIZE,INITIALISATION,-0.000506228,0.001198739,0.026341526,0.000251589,0.000232221,0.002104212,-35.3632622,149.1652375,0
17:44:42,-4.01E-05,0.000301604,1,0,0,0.014964242,0,0.022802253,0,-9.51E-05,1,1,1,1,1,0,1500,1500,1000,1500,10,STABILIZE,INITIALISATION,-0.000694616,0.001069535,0.025972316,0.000270483,0.000182843,0.0021374,-35.3632622,149.1652375,0
17:44:43,-4.01E-05,0.000301604,1,0,0,0.011709106,0,0.020384585,0,0.002334303,1,1,1,1,1,0,1500,1500,1000,1500,10,STABILIZE,INITIALISATION,-0.000757426,0.000942916,0.025432628,0.00016092,0.000299726,0.002002805,-35.36326215,149.1652375,0
17:44:46,-4.01E-05,0.000301605,1,0,0,-0.004060345,0,0.014106181,0,0.021298845,1,1,1,1,1,0,1500,1500,1000,1500,10,STABILIZE,INITIALISATION,-0.000854562,0.000933314,0.024386865,0.000320689,0.000207349,0.001868299,-35.3632621,149.1652374,3.5
17:44:49,-4.01E-05,0.000301606,1,0,0,-0.016054137,0,0.022407211,0,0.011248742,1,1,1,1,1,0,1500,1500,1000,1500,10,STABILIZE,INITIALISATION,-0.000786371,0.000996785,0.023360685,0.000298274,0.000275481,0.001708013,-35.3632622,149.1652375,16
17:44:50,-4.01E-05,0.000301606,1,0,0,-0.015820162,0,0.022750232,0,0.009771708,1,1,1,1,1,0,1500,1500,1000,1500,10,STABILIZE,INITIALISATION,-0.000660028,0.000996552,0.023121881,0.000346315,0.000245724,0.001648309,-35.3632622,149.1652375,15.5
17:44:53,-4.01E-05,0.000301607,1,66.5,0,-0.00616074,0,0.022092676,0,0.002208738,1,1,1,1,1,0,1500,1500,1000,1500,10,AUTO,TAKEOFF,-0.000839511,0.000975036,0.022292978,0.000256969,0.000150726,0.001601917,-35.3632622,149.1652375,6.5
17:44:54,-4.01E-05,0.000301607,1,132.75,0,0,0,0.013214165,0,0.001629496,1,1,1,1,1,0,1500,1500,1000,1500,10,AUTO,TAKEOFF,-0.000873458,0.001003639,0.022067208,0.00025309,0.000252904,0.001575472,-35.36326213,149.1652375,1
17:44:55,-4.01E-05,0.000301607,1,133,0,0,0,0.002719083,0,0.000663279,1,1,1,1,1,0,1500,1500,1000,1500,10,AUTO,TAKEOFF,-0.000727132,0.001191494,0.021839654,0.00025257,0.000293473,0.001513449,-35.3632621,149.1652375,0.5
17:44:56,0.010374644,0.007267532,1,133,0,0.014048494,0,0.002320793,4.5,-0.000438806,1,1,1,1,1,0,1500,1500,1000,1500,10,AUTO,TAKEOFF,-0.000517264,0.001462932,0.021599417,0.000284,0.000265091,0.001519333,-35.3632621,149.1652375,0
17:44:57,-1.231415221,0.702363564,1,157,0,0.267513566,0.026000001,0.111449527,40,0.154716253,178.5,1,1,1,1,0,1500,1500,1000,1500,10,AUTO,TAKEOFF,0.046283137,-0.044368368,-0.019542333,0.167853399,-0.199633635,-0.338602857,-35.36326205,149.1652376,26
17:44:58,-9.658881903,10.12614274,-12.5,209.5,0,0.251826715,0.615250036,0.643458799,67,0.431655362,323.25,1,1,1,1,0,1500,1500,1000,1500,10,AUTO,TAKEOFF,0.05373157,-0.084135873,-0.634375997,-0.254737251,0.007242131,-0.873617843,-35.36325942,149.1652397,309.25
17:44:59,-10.87125063,8.3124547,-55,190.5,0,1.99E-05,0.480500028,0.437533855,60,0.454621121,278.5,1,1,1,1,0,1500,1500,1000,1500,10,AUTO,TAKEOFF,-0.066658618,-0.053255547,-1.417844176,-0.096766822,0.056292308,-0.720880598,-35.36325585,149.1652393,749.5
17:45:00,-6.730693102,3.607467651,-92.75,161.25,0,-0.000363197,0.490500018,0.535485044,59.25,0.456814952,239.75,1,1,1,1,0,1500,1500,1000,1500,10,AUTO,TAKEOFF,-0.056200656,-0.044117077,-2.086573511,0.0144444,0.052123407,-0.604186624,-35.36325748,149.165236,1222.25
17:45:01,-3.225347281,1.760101974,-124,102.5,0,-0.000487595,0.472500026,0.43372795,59,0.466722772,208,1,1,1,1,0,1500,1500,1000,1500,10,AUTO,TAKEOFF,-0.026440196,-0.021184148,-2.63949132,-0.00093351,0.038005807,-0.508035779,-35.36326155,149.1652347,1698
17:45:02,-1.416313559,1.347758234,-150.75,43.75,0,-0.001176758,0.274000015,0.235562339,59,0.469636157,181.5,1,1,1,1,0,1500,1500,1000,1500,10,AUTO,TAKEOFF,-0.014126979,-0.001490354,0.035401583,0.004959713,0.020753485,-0.421166688,-35.36326445,149.1652352,2181.25
