latency,layer,arch,subarch,arch_dim,model
1395.8643712000003,projection,mugi,vlp,128x8,llama_2_7b
2790.6329804800002,attention,mugi,vlp,128x8,llama_2_7b
2813.5391232,ffn,mugi,vlp,128x8,llama_2_7b
25.148702720000003,nonlinear,mugi,vlp,128x8,llama_2_7b
2726.2976,projection,mugi,vlp,128x8,llama_2_13b
4360.364032,attention,mugi,vlp,128x8,llama_2_13b
5520.752640000001,ffn,mugi,vlp,128x8,llama_2_13b
39.321472,nonlinear,mugi,vlp,128x8,llama_2_13b
13958.643712000001,projection,mugi,vlp,128x8,llama_2_70b
13953.164902400002,attention,mugi,vlp,128x8,llama_2_70b
36641.439744,ffn,mugi,vlp,128x8,llama_2_70b
131.2813056,nonlinear,mugi,vlp,128x8,llama_2_70b
7851.737088000001,projection,mugi,vlp,128x8,llama_2_70b_GQA
1745.2466176,attention,mugi,vlp,128x8,llama_2_70b_GQA
36641.439744,ffn,mugi,vlp,128x8,llama_2_70b_GQA
131.2813056,nonlinear,mugi,vlp,128x8,llama_2_70b_GQA
1395.8643712000003,projection,mugi,lut,128x8,llama_2_7b
2790.6329804800002,attention,mugi,lut,128x8,llama_2_7b
2813.5391232,ffn,mugi,lut,128x8,llama_2_7b
25.148702720000003,nonlinear,mugi,lut,128x8,llama_2_7b
2726.2976,projection,mugi,lut,128x8,llama_2_13b
4360.364032,attention,mugi,lut,128x8,llama_2_13b
5520.752640000001,ffn,mugi,lut,128x8,llama_2_13b
39.321472,nonlinear,mugi,lut,128x8,llama_2_13b
13958.643712000001,projection,mugi,lut,128x8,llama_2_70b
13953.164902400002,attention,mugi,lut,128x8,llama_2_70b
36641.439744,ffn,mugi,lut,128x8,llama_2_70b
131.2813056,nonlinear,mugi,lut,128x8,llama_2_70b
7851.737088000002,projection,mugi,lut,128x8,llama_2_70b_GQA
1745.2466176,attention,mugi,lut,128x8,llama_2_70b_GQA
36641.439744,ffn,mugi,lut,128x8,llama_2_70b_GQA
131.2813056,nonlinear,mugi,lut,128x8,llama_2_70b_GQA
697.9321856000001,projection,mugi,vlp,256x8,llama_2_7b
2103.438213120002,attention,mugi,vlp,256x8,llama_2_7b
1406.7695616,ffn,mugi,vlp,256x8,llama_2_7b
12.574351360000001,nonlinear,mugi,vlp,256x8,llama_2_7b
1363.1488,projection,mugi,vlp,256x8,llama_2_13b
3286.6222080000025,attention,mugi,vlp,256x8,llama_2_13b
2760.3763200000003,ffn,mugi,vlp,256x8,llama_2_13b
19.660736,nonlinear,mugi,vlp,256x8,llama_2_13b
6979.3218560000005,projection,mugi,vlp,256x8,llama_2_70b
10517.19106560001,attention,mugi,vlp,256x8,llama_2_70b
18320.719872,ffn,mugi,vlp,256x8,llama_2_70b
65.6406528,nonlinear,mugi,vlp,256x8,llama_2_70b
3925.868544000001,projection,mugi,vlp,256x8,llama_2_70b_GQA
1315.7498880000012,attention,mugi,vlp,256x8,llama_2_70b_GQA
18320.719872,ffn,mugi,vlp,256x8,llama_2_70b_GQA
65.6406528,nonlinear,mugi,vlp,256x8,llama_2_70b_GQA
697.9321856000001,projection,mugi,lut,256x8,llama_2_7b
2103.438213120002,attention,mugi,lut,256x8,llama_2_7b
1406.7695616,ffn,mugi,lut,256x8,llama_2_7b
12.574351360000001,nonlinear,mugi,lut,256x8,llama_2_7b
1363.1488,projection,mugi,lut,256x8,llama_2_13b
