arch,subarch,arch_dim,network,array,node_memory,router,total
mugi,vlp,128x8,multi_node_4x4,15.048883117026959,13.611863471456,0.25657079184,28.91731738032296
mugi,vlp,256x8,multi_node_4x4,29.724805146636655,17.498751282512,0.25657079184,47.480127220988656
mugi,lut,128x8,multi_node_4x4,23.719833215635962,13.611863471456,0.25657079184,37.58826747893196
mugi,lut,256x8,multi_node_4x4,47.06707666911766,17.498751282512,0.25657079184,64.82239874346966
carat,vlp,128x8,multi_node_4x4,26.82702722161487,12.42562974264,0.25657079184,39.509227756094866
carat,vlp,256x8,multi_node_4x4,58.33286669591057,14.798097200272,0.25657079184,73.38753468802257
systolic,figna,8x8,multi_node_4x4,10.953112345552,12.42562974264,0.25657079184,23.635312880032
systolic,figna,16x16,multi_node_4x4,41.894058201152,15.984330929088,0.25657079184,58.13495992207999
simd,figna,8x8,multi_node_4x4,10.448786225232002,12.42562974264,0.25657079184,23.130986759712005
simd,figna,16x16,multi_node_4x4,40.343448371520005,15.984330929088,0.25657079184,56.584350092448
tensor,core,8x16x16,single_node,12.867346111008002,17.465465931000004,0.0,30.33281204200801
tensor,core,8x16x16,multi_node_2x1,25.734692222016005,34.93093186200001,0.03207134898,60.697695432996014
