arch,subarch,arch_dim,fifo,pe,tc,value_reuse,accumulator,nonlinear,vector,total
mugi,vlp,128x8,22.219489967368077,3.0250044054830547,0.33989909747253605,1.3839441287844916,19.480521104955788,1.1801627939802324,1.1367250330270569,48.76574653107124
mugi,vlp,256x8,39.116913454912904,5.946484306819,0.6355683126286096,1.6069307336225587,34.81008132230291,2.356537678578118,2.1547922839096945,86.6273080927738
mugi,lut,128x8,22.219489967368077,3.0250044054830547,0.33989909747253605,1.3839441287844916,19.480521104955788,15.250107875629146,1.1367250330270569,62.835691612720154
mugi,lut,256x8,39.116913454912904,5.946484306819,0.6355683126286096,1.6069307336225587,34.81008132230291,30.497124852455215,2.1547922839096945,114.7678952666509
carat,,128x8,28.075026752397815,3.6891220547395474,0.9449060049717729,1.7985153558032774,21.370312607779876,0.0,14.456696785871038,70.33457956156332
carat,,256x8,73.1742187481661,7.2004394439674355,1.764495387597917,2.1948581473817006,37.14215170692584,0.0,28.897021657367908,150.3731850914069
systolic,figna,8x8,2.837206265320635,27.110754645726562,0.0,0.0,10.492403112741467,0.0,1.0978484609045327,41.53821248469319
systolic,figna,16x16,6.916973648735624,76.30063187883538,0.0,0.0,27.42088819132528,0.0,2.180870283482619,112.81936400237889
simd,figna,8x8,2.837206265320635,25.03369116005428,0.0,0.0,9.32658054465908,0.0,1.106457445366743,38.30393541540074
simd,figna,16x16,6.916973648735624,70.95646349646542,0.0,0.0,25.807894768306145,0.0,2.2132415076926395,105.89457342119982
