arch,subarch,network,arch_dim,throughput,energy_efficiency,power_efficiency,area_mm2,flops,execution_time,energy,power,gemm_flops,gemm_execution_time,nonlinear_flops,nonlinear_execution_time
mugi,vlp,single_node,128x8,102.0789236561798,18.515413987598713,858.6035754634532,1.7912966617801853,4733641.326592,46372.3671552,2623.9261936002063,0.06230563840814679,4732381.02605824,46241.0858496,1260.30053376,131.2813056
mugi,vlp,single_node,256x8,200.3292222743862,41.624388276851214,983.5555806807877,2.9514722768217916,4733641.326592,23629.310156800006,2586.3489551593375,0.09422347955288841,4732381.02605824,23563.669504000005,1260.30053376,65.6406528
mugi,vlp,multi_node_4x4,256x8,3205.26755639018,687.1089127734598,1014.7443507141076,47.48012722098867,4733641.326592,1476.8318848000001,2438.4251578582935,1.5075756728462146,4732381.02605824,1472.729344,1260.30053376,4.1025408
mugi,vlp,multi_node_8x8,64x8,3267.4712766104353,466.6808434657755,676.0884916638204,81.47440186859242,4733641.326592,1448.7170432000003,2434.0875681997545,3.1527370506896624,4732381.02605824,1444.6145024000002,1260.30053376,4.1025408
carat,,single_node,128x8,101.55780700424907,15.715448922329347,732.5020171179107,2.453291060265929,4733641.326592,46610.3145216,3047.0198389808907,0.07327286629270953,4732381.02605824,46241.0858496,1260.30053376,369.22867199999996
carat,,single_node,256x8,199.32561689442903,30.381935158638687,721.518819755827,4.570685243511409,4733641.326592,23748.28384,3705.4593393039213,0.12022776002444609,4732381.02605824,23563.669504,1260.30053376,184.61433599999998
carat,,multi_node_4x4,256x8,3189.2098703108645,497.312102018632,738.1443097378444,73.38753468802255,4733641.326592,1484.26774,3557.6911806007615,1.9236441603911374,4732381.02605824,1472.729344,1260.30053376,11.538395999999999
carat,,multi_node_8x8,64x8,3250.7859111452217,423.61220578772765,616.844141255417,102.71768713959608,4733641.326592,1456.1528984000001,2468.00090688533,3.57515044011784,4732381.02605824,1444.6145024000002,1260.30053376,11.538395999999999
systolic,mac,single_node,16x16,96.94601861281873,12.754163068133971,622.7551605448754,2.7571446224000007,4733641.326592,48827.59905280001,3403.9754907353044,0.0859585974,4732381.02605824,45873.76967680001,1260.30053376,2953.8293759999997
systolic,mac,single_node,64x64,389.7643629573704,24.724166150681867,300.2720253036453,35.33364604544,4733641.326592,12144.879769600002,3567.006675035853,1.0043329776,4732381.02605824,11406.422425600002,1260.30053376,738.4573439999999
