arch,subarch,network,arch_dim,throughput,energy_efficiency,power_efficiency,flops,execution_time
systolic,mac,single_node,64x64,0.5029127372072998,0.2655466739658866,0.5268020904997243,0.9976983606798216,1.9838399127055157
systolic,figna,single_node,64x64,0.5029127372072998,0.21779547881995653,0.4320713636898386,0.9976983606798216,1.9838399127055157
simd,mac,single_node,64x64,0.5080486961337927,0.28181222286317786,0.5590703356042341,1.0078872809882153,1.9838399127055157
simd,figna,single_node,64x64,0.5080486961337927,0.22905628988444526,0.454411010129007,1.0078872809882153,1.9838399127055157
tensor,,single_node,8x16x16,1.888727237517016,1.6070275464238633,0.8576418054464431,1.0079798828493263,0.5336820811534705
mugi,vlp,multi_node_4x4,64x8,1.0600459721800697,1.3011814226572298,1.2269678645238504,0.9995856996841839,0.9429644807087524
mugi,vlp,multi_node_4x4,128x8,2.116138402318243,3.5032217393869334,1.6547926494465945,0.9995856768063743,0.4723630910489224
mugi,vlp,multi_node_4x4,256x8,3.765291410296744,6.856132430731405,1.8201224594725396,0.9995856310507478,0.26547364390369155
carat,,multi_node_4x4,64x8,1.0632752477866112,1.1857881698824682,1.1240182792355236,1.0078872809882153,0.9479081574468171
carat,,multi_node_4x4,128x8,2.1218200519442627,2.994614927359339,1.4224740301130279,1.0078871553362903,0.4750106656842756
carat,,multi_node_4x4,256x8,3.775468940436437,5.067689828149849,1.3528539876954928,1.0078869040322975,0.26695674628322746
systolic,mac,multi_node_4x4,8x8,1.0,1.0,1.0,1.0,1.0
systolic,mac,multi_node_4x4,16x16,2.007982223397697,2.3863318591155616,1.1868598394968641,0.998684843547964,0.49735741278530554
systolic,figna,multi_node_4x4,8x8,1.0,0.911999821360883,0.9119998213608826,1.0,1.0
systolic,figna,multi_node_4x4,16x16,2.007982223397697,2.0771683803142067,1.0330950915525174,0.998684843547964,0.49735741278530554
simd,mac,multi_node_4x4,8x8,1.0078872809882145,1.0402800896801385,1.040280089680138,1.0078872809882153,1.0
simd,mac,multi_node_4x4,16x16,2.0264848880884974,2.520819113798193,1.2537480725384165,1.0078872809882153,0.49735741278530554
simd,figna,multi_node_4x4,8x8,1.0078872809882145,0.9460567019284071,0.9460567019284074,1.0078872809882153,1.0
simd,figna,multi_node_4x4,16x16,2.0264848880884974,2.1810490750351277,1.0847609251172552,1.0078872809882153,0.49735741278530554
tensor,,multi_node_2x1,8x16x16,3.7774544750340326,3.209237400127083,0.8563562473076873,1.0079798828493263,0.26684104057673524
mugi,vlp,multi_node_8x8,64x8,4.24018388872028,5.239982924334966,1.2352794442920623,0.9995856996841839,0.23574112017718804
mugi,vlp,multi_node_8x8,128x8,8.464553609272967,14.140411373344,1.6698521062540275,0.9995856768063743,0.11809077276223058
mugi,vlp,multi_node_8x8,256x8,15.061165641186976,27.704898941132118,1.838730118971467,0.9995856310507478,0.06636841097592287
carat,,multi_node_8x8,64x8,4.253100991146446,4.774325517703,1.1314055261342928,1.0078872809882153,0.23697703936170425
carat,,multi_node_8x8,128x8,8.487280207777053,12.078445920328315,1.434347659261669,1.0078871553362903,0.11875266642106888
carat,,multi_node_8x8,256x8,15.101875761745767,20.415419585058736,1.3625084966085395,1.0078869040322975,0.06673918657080685
systolic,mac,multi_node_8x8,8x8,3.999999999999997,3.9816323339984474,0.995408083499612,1.0,0.24999999999999997
systolic,mac,multi_node_8x8,16x16,8.03192889359079,9.469336554482357,1.177411182382666,0.998684843547964,0.12433935319632647
systolic,figna,multi_node_8x8,8x8,4.000000000000001,3.632718700010073,0.9081796750025176,1.0,0.24999999999999997
systolic,figna,multi_node_8x8,16x16,8.03192889359079,8.251021193006745,1.0259266383476404,0.998684843547964,0.12433935319632647
simd,mac,multi_node_8x8,8x8,4.031549123952859,4.142222202876955,1.035555550719238,1.0078872809882153,0.24999999999999997
simd,mac,multi_node_8x8,16x16,8.105939552353984,10.00122687708237,1.243546081066137,1.0078872809882153,0.12433935319632647
simd,figna,multi_node_8x8,8x8,4.031549123952859,3.7685937897482376,0.9421484474370592,1.0078872809882153,0.24999999999999997
simd,figna,multi_node_8x8,16x16,8.105939552353984,8.662690489809039,1.077113332442824,1.0078872809882153,0.12433935319632647
tensor,,multi_node_2x2,8x16x16,7.554908950068052,6.38266920585219,0.8515790462733411,1.0079798828493263,0.1334205202883676
