arch,subarch,network,arch_dim,throughput,energy_efficiency,power_efficiency,flops,execution_time
systolic,mac,single_node,64x64,302.8937326858379,0.040199159068706684,239.7678538244634,1806609.4392382165,5964.499242749395
systolic,figna,single_node,64x64,302.8937326858379,0.03297045663111301,196.65226360937535,1806609.4392382165,5964.499242749395
simd,mac,single_node,64x64,305.9870124043139,0.042661480956218016,254.45437085793012,1825059.30377668,5964.499242749395
simd,figna,single_node,64x64,305.9870124043139,0.03467514804548255,206.81989425950374,1825059.30377668,5964.499242749395
tensor,,single_node,8x16x16,1137.5405724932518,0.24327608778404533,390.34570809498194,1825226.9851150159,1604.5379208888348
mugi,vlp,multi_node_4x4,64x8,638.4433273955041,0.19697629123143742,558.4401749609658,1810026.9896669853,2835.062897518088
mugi,vlp,multi_node_4x4,128x8,1274.5055198190641,0.5303269886658716,753.1596575593226,1810026.9482403696,1420.1797639113645
mugi,vlp,multi_node_4x4,256x8,2267.755587674842,1.0378994926311773,828.4076006445974,1810026.8653871245,798.1578240726401
carat,,multi_node_4x4,64x8,640.3882519718197,0.17950775489291024,511.58386675367404,1825059.30377668,2849.926272315489
carat,,multi_node_4x4,128x8,1277.9274575345307,0.4533327419115266,647.422535847766,1825059.0762490397,1428.1398098841016
carat,,multi_node_4x4,256x8,2273.8852993831847,0.767160312988266,615.7357820275869,1825058.6211935005,802.6168345820104
systolic,mac,multi_node_4x4,8x8,602.2789050200286,0.15138264949185867,455.13838716361147,1810777.195230842,3006.5426169469224
systolic,mac,multi_node_4x4,16x16,1209.3653348076473,0.3612492393997465,540.1854731378655,1808395.7399193347,1495.3262573934833
systolic,figna,multi_node_4x4,8x8,602.2789050200286,0.13806094929371227,415.0861277876939,1810777.195230842,3006.5426169469224
systolic,figna,multi_node_4x4,16x16,1209.3653348076473,0.31444725285267733,470.2012337558563,1808395.7399193347,1495.3262573934833
simd,mac,multi_node_4x4,8x8,607.0292479771956,0.15748035618940773,473.47140221543515,1825059.30377668,3006.5426169469224
simd,mac,multi_node_4x4,16x16,1220.5090994375753,0.38160827633648964,570.6288756446214,1825059.30377668,1495.3262573934833
simd,figna,multi_node_4x4,8x8,607.0292479771956,0.14321657010745187,430.58672148102085,1825059.30377668,3006.5426169469224
simd,figna,multi_node_4x4,16x16,1220.5090994375753,0.3301729876505853,493.71633791597463,1825059.30377668,1495.3262573934833
tensor,,multi_node_2x1,8x16x16,2275.081144986504,0.485822860479602,389.76060123710363,1825226.9851150159,802.2689604444174
mugi,vlp,multi_node_8x8,64x8,2553.7733095820167,0.7932424983779248,562.2230939714515,1810026.9896669853,708.7657243795219
mugi,vlp,multi_node_8x8,128x8,5098.022079276253,2.1406129386016266,760.0137944422177,1810026.9482403696,355.04494097784107
mugi,vlp,multi_node_8x8,256x8,9071.022350699368,4.19404100561277,836.876660777829,1810026.8653871245,199.53945601816
carat,,multi_node_8x8,64x8,2561.5530078872794,0.7227500464064699,514.9460863927593,1825059.30377668,712.4815680788721
carat,,multi_node_8x8,128x8,5111.709830138124,1.8284671451634316,652.8266802682574,1825059.0762490397,357.03495247102535
carat,,multi_node_8x8,256x8,9095.54119753275,3.0905403072741735,620.1299196431277,1825058.6211935005,200.65420864550254
systolic,mac,multi_node_8x8,8x8,2409.1156200801124,0.6027500520231381,453.0484296936349,1810777.195230842,751.6356542367305
systolic,mac,multi_node_8x8,16x16,4837.46133923059,1.4334932565476475,535.8850265780475,1808395.7399193347,373.83156434837105
systolic,figna,multi_node_8x8,8x8,2409.1156200801147,0.5499305816661454,413.3474325354187,1810777.195230842,751.6356542367305
systolic,figna,multi_node_8x8,16x16,4837.46133923059,1.2490614492108376,466.93859552573076,1808395.7399193347,373.83156434837105
simd,mac,multi_node_8x8,8x8,2428.116991908783,0.6270605718555168,471.32108317267944,1825059.30377668,751.6356542367305
simd,mac,multi_node_8x8,16x16,4882.0363977502975,1.5140122228219168,565.9855577000712,1825059.30377668,373.83156434837105
simd,figna,multi_node_8x8,8x8,2428.116991908783,0.5704997127506528,428.80792483520366,1825059.30377668,751.6356542367305
simd,figna,multi_node_8x8,16x16,4882.0363977502975,1.3113810380752193,490.2356249204497,1825059.30377668,373.83156434837105
tensor,,multi_node_2x2,8x16x16,4550.162289973,0.966225375212002,387.58631366317496,1825226.9851150159,401.13448022220865
