gemm_flops,nonlinear_flops,gemm_execution_time,nonlinear_execution_time,gemm_throughput,nonlinear_throughput,total_throughput,model,arch,arch_dim,subarch,memory_bytes_gemm,memory_bytes_nonlinear,oi_gemm,oi_nonlinear,oi_total
466380.650446848,241.427546112,4208.805560320002,12.574351360000001,110.81069053030532,19.199999999999996,110.53780700994909,llama_2_7b,mugi,256x8,vlp,11485632282624.0,46305132544.0,40.60557041795691,5.2138398671592405,40.46345910438347
899670.5533952,377.43968256,7410.979328000002,19.660736,121.39698595516036,19.197637492309546,121.12657662404033,llama_2_13b,mugi,256x8,vlp,22263995622400.0,72687313920.0,40.409213541617554,5.192648650841767,40.29461293083315
5357728.26435584,1260.30053376,35818.56399360001,65.6406528,149.5796499634421,19.2,149.34115490914823,llama_2_70b,mugi,256x8,vlp,138838125658112.0,301318881280.0,38.589747873355854,4.182613875394248,38.5152361548519
4732381.02605824,1260.30053376,23563.669504,65.6406528,200.8337888653083,19.2,200.32922227438624,llama_2_70b_GQA,mugi,256x8,vlp,129161025175552.0,301318881280.0,36.63938885299278,4.182613875394248,36.56384689368828
466380.650446848,241.427546112,7001.367674880001,25.148702720000003,66.61279225774149,9.599999999999998,66.40873697818675,llama_2_7b,mugi,128x8,vlp,11485632282624.0,46305132544.0,40.60557041795691,5.2138398671592405,40.46345910438347
899670.5533952,377.47064832,12609.078272000002,39.321472,71.35101662371534,9.599606248718258,71.15904321971435,llama_2_13b,mugi,128x8,vlp,22263995622400.0,72687313920.0,40.409213541617554,5.19307466410777,40.2946143171518
5357728.26435584,1260.30053376,64555.9107584,131.2813056,82.99361284526056,9.6,82.84466204047845,llama_2_70b,mugi,128x8,vlp,138838125658112.0,301318881280.0,38.589747873355854,4.182613875394248,38.5152361548519
4732381.02605824,1260.30053376,46241.0858496,131.2813056,102.34147704598456,9.6,102.0789236561798,llama_2_70b_GQA,mugi,128x8,vlp,129161025175552.0,301318881280.0,36.63938885299278,4.182613875394248,36.56384689368828
466380.650446848,241.427546112,13960.960081920011,50.297405440000006,33.406058588393876,4.799999999999999,33.30336898125769,llama_2_7b,mugi,64x8,vlp,11485632282624.0,46305132544.0,40.60557041795691,5.2138398671592405,40.46345910438347
899670.5533952,377.4861312,25152.882688000016,78.642944,35.768089270515965,4.8,35.67156630373985,llama_2_13b,mugi,64x8,vlp,22263995622400.0,72687313920.0,40.409213541617554,5.193287670740771,40.29461501031111
5357728.26435584,1260.30053376,128902.94517760005,262.5626112,41.56404849380333,4.8,41.48931596856447,llama_2_70b,mugi,64x8,vlp,138838125658112.0,301318881280.0,38.589747873355854,4.182613875394248,38.5152361548519
4732381.02605824,1260.30053376,92455.32815360001,262.5626112,51.18559547153553,4.8,51.05423869703805,llama_2_70b_GQA,mugi,64x8,vlp,129161025175552.0,301318881280.0,36.63938885299278,4.182613875394248,36.56384689368828
466380.650446848,241.427546112,13923.966320640024,1131.6916224,33.49481316652672,0.21333333333333335,30.99313758045835,llama_2_7b,systolic,8x8,mac,11485632282624.0,46305132544.0,40.60557041795691,5.2138398671592405,40.46345910438347
899670.5533952,377.4861312,25095.07993600004,1769.46624,35.85047569840898,0.21333333333333332,33.50319166494892,llama_2_13b,systolic,8x8,mac,22263995622400.0,72687313920.0,40.409213541617554,5.193287670740771,40.29461501031111
5357728.26435584,1260.30053376,128717.97637120011,5907.658751999999,41.62377637840646,0.21333333333333335,39.80659820089557,llama_2_70b,systolic,8x8,mac,138838125658112.0,301318881280.0,38.589747873355854,4.182613875394248,38.5152361548519
4732381.02605824,1260.30053376,92435.09719040002,5907.658751999999,51.19679829308091,0.21333333333333335,48.1341129931779,llama_2_70b_GQA,systolic,8x8,mac,129161025175552.0,301318881280.0,36.63938885299278,4.182613875394248,36.56384689368828
466380.650446848,241.427546112,6931.506298880007,565.8458112,67.28417032849062,0.4266666666666667,62.23825040384565,llama_2_7b,systolic,16x16,mac,11485632282624.0,46305132544.0,40.60557041795691,5.2138398671592405,40.46345910438347
899670.5533952,377.4861312,12487.279616000009,884.73312,72.04696147289343,0.42666666666666664,67.30834447257884,llama_2_13b,systolic,16x16,mac,22263995622400.0,72687313920.0,40.409213541617554,5.193287670740771,40.29461501031111
5357728.26435584,1260.30053376,63981.23868160004,2953.8293759999997,83.7390518651624,0.4266666666666667,80.0624951972559,llama_2_70b,systolic,16x16,mac,138838125658112.0,301318881280.0,38.589747873355854,4.182613875394248,38.5152361548519
4732381.02605824,1260.30053376,45873.76967680001,2953.8293759999997,103.16093618204594,0.4266666666666667,96.94601861281873,llama_2_70b_GQA,systolic,16x16,mac,129161025175552.0,301318881280.0,36.63938885299278,4.182613875394248,36.56384689368828
