latency,layer,arch,subarch,arch_dim,model,normalized_latency
1395.8643712000003,projection,mugi,vlp,128x8,llama_2_7b,0.33071756772004646
2790.6329804800002,attention,mugi,vlp,128x8,llama_2_7b,0.6611755201619472
2813.5391232,ffn,mugi,vlp,128x8,llama_2_7b,0.6666025974357186
25.148702720000003,nonlinear,mugi,vlp,128x8,llama_2_7b,0.005958399660077889
2726.2976,projection,mugi,vlp,128x8,llama_2_13b,0.3669405153559562
4360.364032,attention,mugi,vlp,128x8,llama_2_13b,0.5868743841617493
5520.752640000001,ffn,mugi,vlp,128x8,llama_2_13b,0.7430545435958114
39.321472,nonlinear,mugi,vlp,128x8,llama_2_13b,0.005292394051271146
13958.643712000001,projection,mugi,vlp,128x8,llama_2_70b,0.38900573926585635
13953.164902400002,attention,mugi,vlp,128x8,llama_2_70b,0.3888530533443071
36641.439744,ffn,mugi,vlp,128x8,llama_2_70b,1.0211400655728728
131.2813056,nonlinear,mugi,vlp,128x8,llama_2_70b,0.0036586062650779978
7851.737088000001,projection,mugi,vlp,128x8,llama_2_70b_GQA,0.33230675811738497
1745.2466176,attention,mugi,vlp,128x8,llama_2_70b_GQA,0.07386355899465229
36641.439744,ffn,mugi,vlp,128x8,llama_2_70b_GQA,1.550764871214463
131.2813056,nonlinear,mugi,vlp,128x8,llama_2_70b_GQA,0.005556180062629434
1395.8643712000003,projection,mugi,lut,128x8,llama_2_7b,0.33071756772004646
2790.6329804800002,attention,mugi,lut,128x8,llama_2_7b,0.6611755201619472
2813.5391232,ffn,mugi,lut,128x8,llama_2_7b,0.6666025974357186
25.148702720000003,nonlinear,mugi,lut,128x8,llama_2_7b,0.005958399660077889
2726.2976,projection,mugi,lut,128x8,llama_2_13b,0.3669405153559562
4360.364032,attention,mugi,lut,128x8,llama_2_13b,0.5868743841617493
5520.752640000001,ffn,mugi,lut,128x8,llama_2_13b,0.7430545435958114
39.321472,nonlinear,mugi,lut,128x8,llama_2_13b,0.005292394051271146
13958.643712000001,projection,mugi,lut,128x8,llama_2_70b,0.38900573926585635
13953.164902400002,attention,mugi,lut,128x8,llama_2_70b,0.3888530533443071
36641.439744,ffn,mugi,lut,128x8,llama_2_70b,1.0211400655728728
131.2813056,nonlinear,mugi,lut,128x8,llama_2_70b,0.0036586062650779978
7851.737088000002,projection,mugi,lut,128x8,llama_2_70b_GQA,0.33230675811738497
1745.2466176,attention,mugi,lut,128x8,llama_2_70b_GQA,0.07386355899465229
36641.439744,ffn,mugi,lut,128x8,llama_2_70b_GQA,1.550764871214463
131.2813056,nonlinear,mugi,lut,128x8,llama_2_70b_GQA,0.005556180062629434
697.9321856000001,projection,mugi,vlp,256x8,llama_2_7b,0.16535878386002323
2103.438213120002,attention,mugi,vlp,256x8,llama_2_7b,0.4983607175920786
1406.7695616,ffn,mugi,vlp,256x8,llama_2_7b,0.3333012987178593
12.574351360000001,nonlinear,mugi,vlp,256x8,llama_2_7b,0.0029791998300389443
1363.1488,projection,mugi,vlp,256x8,llama_2_13b,0.1834702576779781
3286.6222080000025,attention,mugi,vlp,256x8,llama_2_13b,0.4423562734984807
2760.3763200000003,ffn,mugi,vlp,256x8,llama_2_13b,0.3715272717979057
19.660736,nonlinear,mugi,vlp,256x8,llama_2_13b,0.002646197025635573
6979.3218560000005,projection,mugi,vlp,256x8,llama_2_70b,0.19450286963292818
10517.19106560001,attention,mugi,vlp,256x8,llama_2_70b,0.29309779444809647
18320.719872,ffn,mugi,vlp,256x8,llama_2_70b,0.5105700327864364
65.6406528,nonlinear,mugi,vlp,256x8,llama_2_70b,0.0018293031325389989
3925.868544000001,projection,mugi,vlp,256x8,llama_2_70b_GQA,0.16615337905869249
1315.7498880000012,attention,mugi,vlp,256x8,llama_2_70b_GQA,0.055686095302761196
18320.719872,ffn,mugi,vlp,256x8,llama_2_70b_GQA,0.7753824356072315
65.6406528,nonlinear,mugi,vlp,256x8,llama_2_70b_GQA,0.002778090031314717
697.9321856000001,projection,mugi,lut,256x8,llama_2_7b,0.16535878386002323
2103.438213120002,attention,mugi,lut,256x8,llama_2_7b,0.4983607175920786
1406.7695616,ffn,mugi,lut,256x8,llama_2_7b,0.3333012987178593
12.574351360000001,nonlinear,mugi,lut,256x8,llama_2_7b,0.0029791998300389443
