arch,subarch,arch_dim,network,array,node_memory,router,total
mugi,vlp,128x8,multi_node_4x4,0.763444303070459,0.8296052307112749,0.00036204155471438924,1.5934115753364482
mugi,vlp,256x8,multi_node_4x4,1.3651213456394797,1.1227224716341488,0.00039535450503752205,2.488239171778666
mugi,lut,128x8,multi_node_4x4,0.9885634243768415,0.8296052307112749,0.00036204155471438924,1.8185306966428307
mugi,lut,256x8,multi_node_4x4,1.8153707404215134,1.1227224716341488,0.00039535450503752205,2.9384885665606997
carat,vlp,128x8,multi_node_4x4,1.0854901027239197,0.7710900922271232,0.00034273248968414235,1.856922927440727
carat,vlp,256x8,multi_node_4x4,2.361273101452425,0.9649960858750031,0.0003341781808175276,3.326603365508246
systolic,figna,8x8,multi_node_4x4,0.4866627526155647,0.8648545956446393,0.00016099476953408145,1.351678343029738
systolic,figna,16x16,multi_node_4x4,1.3476419042373284,1.0789880454410783,0.00032341373128677196,2.4269533634096936
simd,figna,8x8,multi_node_4x4,0.45102665224395655,0.8648545956446393,0.00016099476953408145,1.31604224265813
simd,figna,16x16,multi_node_4x4,1.2596301001420571,1.0789880454410783,0.00032341373128677196,2.338941559314422
tensor,core,8x16x16,single_node,0.6416539714250356,2.137837227571857,0.0,2.779491198996893
tensor,core,8x16x16,multi_node_2x1,1.250109735587023,4.358892717683818,0.0002930824845492035,5.609295535755391
