time_stamp,MODE,PHASE,RTL_ALT,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,lat,lon,relative_alt,vx,vy,vz,airspeed,groundspeed,throttle,climb,heading,xacc,yacc,zacc,xgyro,ygyro,zgyro,curr_obj_x,curr_obj_y,curr_obj_z,GPS_status,Gyro_status,Accel_status,Baro_status
16:29:41,STABILIZE,INITIALISATION,1500,-0.000824648,0.000952614,0.02374314,0.000176615,0.000454352,0.001973004,-35.3632621,149.1652374,0,-1,0,0,0,0.015528291,0,0.008457714,1,0,1,-1000,0,0,0,-35.36247616,149.1657336,132.9821002,1,1,1,1
16:29:55,AUTO,TAKEOFF,1500,-0.000462037,0.001091435,0.020358253,0.000308863,0.000243381,0.001342002,-35.3632621,149.1652375,12,0,0,-2,0,0.00591476,0,0.021674668,1,0,1,-1000,0,0,0,-35.36247616,149.1657336,132.9821002,1,1,1,1
16:29:57,AUTO,TAKEOFF,1500,6.92E-05,0.001633119,0.019908918,0.000345125,0.000310009,0.001320457,-35.3632621,149.1652375,13,0,0,0,0,0.008311892,15,0.006419242,1,0,2,-1000,0,1,1,-35.36247616,149.1657336,132.9821002,1,1,1,1
16:29:59,AUTO,TAKEOFF,1500,0.019242791,-0.000313482,0.019150818,0.047350708,-0.006656992,0.001661346,-35.3632621,149.1652375,1265,0,4,-143,0.015000001,0.041655622,68,1.430839896,1,0,0,-1024,48,-6,1,-35.36247616,149.1657336,132.9821002,1,1,1,1
16:30:01,AUTO,TAKEOFF,1500,-0.026684849,0.009978094,-0.063075297,-0.027144549,-0.029666381,-0.031602774,-35.3632609,149.1652446,4296,2,42,-147,0.489000022,0.428394467,80,1.478105664,356,5,-11,-1007,-26,-28,-31,-35.36247616,149.1657336,132.9821002,1,1,1,1
16:30:03,AUTO,TAKEOFF,1500,-0.018178558,0.00557771,-0.107439563,0.066797495,0.010755884,-0.003504608,-35.3632612,149.1652411,7356,-10,-62,-148,0.616000056,0.631709278,76,1.48636055,353,-5,11,-1003,67,11,-3,-35.36247616,149.1657336,132.9821002,1,1,1,1
16:30:05,AUTO,TAKEOFF,1500,0.054867968,-0.050674126,-0.051513467,-0.051480196,-0.125446871,0.142467931,-35.3632644,149.1652344,10467,-7,29,-148,0.239000008,0.300035805,79,1.484684825,357,5,-1,-998,-50,-124,142,-35.36247616,149.1657336,132.9821002,1,1,1,1
16:30:07,AUTO,TAKEOFF,1500,-0.015729679,0.022758337,-0.161887825,0.044319227,0.013597716,-0.041551068,-35.3632601,149.1652373,13545,16,-17,-151,0.282000005,0.240496621,78,1.5193187,350,-5,0,-1001,44,14,-41,-35.36247616,149.1657336,132.9821002,1,1,1,1
16:30:09,AUTO,TAKEOFF,1500,0.011238425,0.006045256,-0.168855563,-0.016039813,-0.016706429,0.003507492,-35.3632607,149.1652353,16665,-16,8,-150,0.154000014,0.191109732,77,1.508126616,350,3,0,-1000,-15,-15,3,-35.36247616,149.1657336,132.9821002,1,1,1,1
16:30:11,AUTO,TAKEOFF,1500,-0.000828658,-0.002391149,-0.200626493,0.003503813,0.002221087,-0.027160434,-35.3632622,149.1652365,19776,-3,3,-151,0.034000002,0.049158063,75,1.519552469,348,0,0,-1000,4,3,-27,-35.36247616,149.1657336,132.9821002,1,1,1,1
