CropCode,GraMon,GraDay,Days,Ani_ID,Ani_adult,GR_Density,DayFra,Source,Dugout_ID,Access,Fencing,StreamAniPerc,Drinking_time,BankK_Change
12,5,1,180,2,100,1,1,1,0,0,0,0,0.02,0.3
16,5,1,180,2,100,0.5,1,1,0,0,0,0,0.02,0.3
15,5,1,180,2,100,0.5,1,1,0,0,0,0,0.02,0.3
