# NNLO + N3LL: NNLOJET + RADISH
# x[1] y_ctr[2] y_min[3] y_max[4]
2.000000e-03 9.526035e+00 8.496224e+00 1.054253e+01
6.000000e-03 9.183484e+00 8.253253e+00 1.017389e+01
1.000000e-02 9.043515e+00 9.004143e+00 9.963130e+00
1.400000e-02 9.034336e+00 8.716513e+00 9.071258e+00
1.800000e-02 8.663449e+00 8.538965e+00 8.970407e+00
2.200000e-02 8.111831e+00 8.036644e+00 8.406522e+00
2.650000e-02 7.653540e+00 7.330840e+00 7.845732e+00
3.150000e-02 7.292587e+00 7.205296e+00 7.372261e+00
3.650000e-02 6.800980e+00 6.781021e+00 6.918726e+00
4.200000e-02 6.337369e+00 6.292553e+00 6.422748e+00
4.800000e-02 5.788692e+00 5.788692e+00 5.858131e+00
5.400000e-02 5.446274e+00 5.281435e+00 5.448423e+00
6.050000e-02 4.947112e+00 4.876570e+00 4.953278e+00
6.800000e-02 4.464052e+00 4.412866e+00 4.481866e+00
7.650000e-02 3.916749e+00 3.916749e+00 4.002577e+00
8.600000e-02 3.611943e+00 3.491461e+00 3.611943e+00
9.650000e-02 3.146108e+00 3.091663e+00 3.159885e+00
1.080000e-01 2.744079e+00 2.720510e+00 2.790983e+00
1.210000e-01 2.386886e+00 2.353745e+00 2.396997e+00
1.365000e-01 2.062563e+00 2.015369e+00 2.069860e+00
1.550000e-01 1.709585e+00 1.666716e+00 1.715607e+00
1.770000e-01 1.418242e+00 1.375011e+00 1.422398e+00
2.040000e-01 1.118910e+00 1.093641e+00 1.119583e+00
2.385000e-01 8.647144e-01 8.392804e-01 8.653446e-01
2.850000e-01 6.252413e-01 6.072032e-01 6.306355e-01
3.515000e-01 4.181980e-01 4.059254e-01 4.189920e-01
4.575000e-01 2.407982e-01 2.341158e-01 2.424547e-01
6.095000e-01 1.266097e-01 1.211381e-01 1.266097e-01
8.065000e-01 6.334906e-02 6.052944e-02 6.358624e-02
1.035500e+00 3.255056e-02 3.093942e-02 3.263175e-02
1.324500e+00 1.685529e-02 1.597108e-02 1.687127e-02
1.721500e+00 8.131176e-03 7.696933e-03 8.153364e-03
2.234500e+00 4.009230e-03 3.785665e-03 4.009230e-03
2.899500e+00 2.037766e-03 1.917008e-03 2.037766e-03
