# NNLO + N3LL: NNLOJET + RADISH
# x[1] y_ctr[2] y_min[3] y_max[4]
2.000000e-03 9.647945e+00 9.063887e+00 1.015490e+01
6.000000e-03 8.096523e+00 6.965357e+00 9.871669e+00
1.000000e-02 9.229123e+00 8.945412e+00 1.003488e+01
1.400000e-02 8.813384e+00 8.437218e+00 9.316630e+00
1.800000e-02 8.269694e+00 8.269694e+00 9.027364e+00
2.200000e-02 7.672263e+00 7.574916e+00 8.139327e+00
2.650000e-02 7.734722e+00 7.351188e+00 7.801191e+00
3.150000e-02 7.255905e+00 6.950408e+00 7.402542e+00
3.650000e-02 6.746523e+00 6.746523e+00 7.001008e+00
4.200000e-02 6.206529e+00 6.064219e+00 6.377455e+00
4.800000e-02 5.845277e+00 5.802153e+00 5.952910e+00
5.400000e-02 5.420304e+00 5.299241e+00 5.484163e+00
6.050000e-02 4.998947e+00 4.829424e+00 5.034593e+00
6.800000e-02 4.435677e+00 4.397510e+00 4.610438e+00
7.650000e-02 4.010706e+00 3.905987e+00 4.010706e+00
8.600000e-02 3.687842e+00 3.570380e+00 3.704061e+00
9.650000e-02 3.137955e+00 3.093658e+00 3.164104e+00
1.080000e-01 2.785173e+00 2.722796e+00 2.785173e+00
1.210000e-01 2.487231e+00 2.397807e+00 2.487231e+00
1.365000e-01 2.079169e+00 2.020493e+00 2.079169e+00
1.550000e-01 1.762231e+00 1.710286e+00 1.762231e+00
1.770000e-01 1.430514e+00 1.396333e+00 1.441731e+00
2.040000e-01 1.160448e+00 1.118813e+00 1.161891e+00
2.385000e-01 8.959287e-01 8.710016e-01 8.973197e-01
2.850000e-01 6.497103e-01 6.285238e-01 6.501197e-01
3.515000e-01 4.308496e-01 4.189133e-01 4.339689e-01
4.575000e-01 2.521838e-01 2.437119e-01 2.544432e-01
6.095000e-01 1.293396e-01 1.239079e-01 1.294886e-01
8.065000e-01 6.319319e-02 5.988656e-02 6.319319e-02
1.035500e+00 3.117394e-02 2.951368e-02 3.117394e-02
1.324500e+00 1.515840e-02 1.426607e-02 1.518525e-02
1.721500e+00 6.697639e-03 6.319675e-03 6.697639e-03
2.234500e+00 2.946271e-03 2.764641e-03 2.946271e-03
2.899500e+00 1.331479e-03 1.243638e-03 1.331479e-03
