# NNLO + N3LL: NNLOJET + RADISH
# x[1] y_ctr[2] y_min[3] y_max[4]
2.000000e-03 8.941943e+00 8.216605e+00 1.035496e+01
6.000000e-03 8.743003e+00 8.015704e+00 1.028447e+01
1.000000e-02 8.695654e+00 8.353995e+00 9.585287e+00
1.400000e-02 8.579641e+00 8.062080e+00 9.246875e+00
1.800000e-02 8.370261e+00 8.370261e+00 9.198333e+00
2.200000e-02 8.105837e+00 7.902459e+00 8.643254e+00
2.650000e-02 7.659968e+00 7.268193e+00 7.894877e+00
3.150000e-02 7.156223e+00 7.058811e+00 7.295861e+00
3.650000e-02 6.405218e+00 6.405218e+00 6.766917e+00
4.200000e-02 6.206795e+00 6.021859e+00 6.206795e+00
4.800000e-02 5.901835e+00 5.612542e+00 5.950390e+00
5.400000e-02 5.314669e+00 5.314669e+00 5.668627e+00
6.050000e-02 4.964536e+00 4.868077e+00 4.980625e+00
6.800000e-02 4.534034e+00 4.355362e+00 4.534034e+00
7.650000e-02 4.046489e+00 3.908644e+00 4.046489e+00
8.600000e-02 3.596500e+00 3.538290e+00 3.642270e+00
9.650000e-02 3.127400e+00 3.090058e+00 3.164695e+00
1.080000e-01 2.875482e+00 2.776611e+00 2.878289e+00
1.210000e-01 2.464363e+00 2.361247e+00 2.464363e+00
1.365000e-01 2.155988e+00 2.054768e+00 2.161879e+00
1.550000e-01 1.718775e+00 1.690575e+00 1.767917e+00
1.770000e-01 1.493769e+00 1.427526e+00 1.495616e+00
2.040000e-01 1.182301e+00 1.138925e+00 1.182301e+00
2.385000e-01 9.131080e-01 8.841247e-01 9.166968e-01
2.850000e-01 6.488118e-01 6.401860e-01 6.592588e-01
3.515000e-01 4.519364e-01 4.360768e-01 4.519364e-01
4.575000e-01 2.614483e-01 2.496124e-01 2.620884e-01
6.095000e-01 1.335165e-01 1.268641e-01 1.335165e-01
8.065000e-01 6.391069e-02 6.000267e-02 6.391069e-02
1.035500e+00 3.023373e-02 2.824350e-02 3.023373e-02
1.324500e+00 1.336091e-02 1.253693e-02 1.336091e-02
1.721500e+00 5.145680e-03 4.782247e-03 5.145680e-03
2.234500e+00 1.834200e-03 1.704135e-03 1.834200e-03
2.899500e+00 6.265485e-04 5.803659e-04 6.265485e-04
