# NNLO + N3LL: NNLOJET + RADISH
# x[1] y_ctr[2] y_min[3] y_max[4]
2.000000e-03 8.020725e+00 7.474499e+00 1.055149e+01
6.000000e-03 7.074075e+00 4.529057e+00 8.612496e+00
1.000000e-02 7.554873e+00 7.241230e+00 7.854713e+00
1.400000e-02 6.718811e+00 6.641110e+00 7.766711e+00
1.800000e-02 6.997250e+00 6.997250e+00 7.894710e+00
2.200000e-02 6.665466e+00 6.480193e+00 7.123780e+00
2.650000e-02 6.784556e+00 6.484516e+00 6.878919e+00
3.150000e-02 6.292074e+00 6.238308e+00 6.621723e+00
3.650000e-02 5.945390e+00 5.915186e+00 6.160265e+00
4.200000e-02 5.753001e+00 5.693391e+00 5.933977e+00
4.800000e-02 5.464752e+00 5.424592e+00 5.604692e+00
5.400000e-02 5.000569e+00 4.977155e+00 5.215899e+00
6.050000e-02 4.736908e+00 4.691244e+00 4.857421e+00
6.800000e-02 4.371752e+00 4.297439e+00 4.432093e+00
7.650000e-02 3.964653e+00 3.917040e+00 4.032258e+00
8.600000e-02 3.617054e+00 3.532898e+00 3.639802e+00
9.650000e-02 3.216187e+00 3.142116e+00 3.252926e+00
1.080000e-01 2.856197e+00 2.792062e+00 2.928498e+00
1.210000e-01 2.471406e+00 2.415280e+00 2.504573e+00
1.365000e-01 2.179856e+00 2.096613e+00 2.197899e+00
1.550000e-01 1.816694e+00 1.756223e+00 1.832041e+00
1.770000e-01 1.488194e+00 1.438633e+00 1.511101e+00
2.040000e-01 1.206003e+00 1.151340e+00 1.207368e+00
2.385000e-01 9.393092e-01 8.988107e-01 9.541687e-01
2.850000e-01 6.873667e-01 6.569114e-01 6.931989e-01
3.515000e-01 4.753425e-01 4.525438e-01 4.790188e-01
4.575000e-01 2.946462e-01 2.788938e-01 2.946462e-01
6.095000e-01 1.675897e-01 1.591387e-01 1.675897e-01
8.065000e-01 9.666043e-02 9.110740e-02 9.679434e-02
1.035500e+00 5.560053e-02 5.261595e-02 5.592806e-02
1.324500e+00 3.166837e-02 3.011012e-02 3.172081e-02
1.721500e+00 1.657741e-02 1.566843e-02 1.657741e-02
2.234500e+00 8.406358e-03 7.983384e-03 8.464293e-03
2.899500e+00 4.325931e-03 4.065190e-03 4.325931e-03
