# NNLO + N3LL: NNLOJET + RADISH
# x[1] y_ctr[2] y_min[3] y_max[4]
2.000000e-03 9.101780e+00 9.101780e+00 1.091013e+01
6.000000e-03 1.000475e+01 7.509946e+00 1.000630e+01
1.000000e-02 9.447152e+00 9.164277e+00 9.984867e+00
1.400000e-02 8.644770e+00 8.644770e+00 9.025240e+00
1.800000e-02 8.498805e+00 8.498805e+00 9.015020e+00
2.200000e-02 8.187801e+00 8.187801e+00 8.625273e+00
2.650000e-02 7.491845e+00 7.466868e+00 7.874025e+00
3.150000e-02 7.302251e+00 7.208554e+00 7.388601e+00
3.650000e-02 6.988277e+00 6.883267e+00 7.104564e+00
4.200000e-02 6.337509e+00 6.337509e+00 6.479665e+00
4.800000e-02 5.728059e+00 5.723167e+00 5.812364e+00
5.400000e-02 5.428358e+00 5.325168e+00 5.471786e+00
6.050000e-02 4.932653e+00 4.927003e+00 5.005104e+00
6.800000e-02 4.458991e+00 4.437297e+00 4.538453e+00
7.650000e-02 3.983460e+00 3.937276e+00 4.003460e+00
8.600000e-02 3.563373e+00 3.480221e+00 3.564239e+00
9.650000e-02 3.199387e+00 3.114256e+00 3.222065e+00
1.080000e-01 2.732792e+00 2.692787e+00 2.747097e+00
1.210000e-01 2.369264e+00 2.329608e+00 2.371678e+00
1.365000e-01 2.046398e+00 1.992312e+00 2.054606e+00
1.550000e-01 1.707723e+00 1.672200e+00 1.721960e+00
1.770000e-01 1.401907e+00 1.358884e+00 1.401907e+00
2.040000e-01 1.121937e+00 1.084712e+00 1.122759e+00
2.385000e-01 8.583246e-01 8.300986e-01 8.583246e-01
2.850000e-01 6.176397e-01 6.003912e-01 6.185879e-01
3.515000e-01 4.143431e-01 3.986232e-01 4.143431e-01
4.575000e-01 2.408658e-01 2.298413e-01 2.408658e-01
6.095000e-01 1.238416e-01 1.188951e-01 1.242728e-01
8.065000e-01 6.320648e-02 5.997236e-02 6.320648e-02
1.035500e+00 3.274697e-02 3.081265e-02 3.274697e-02
1.324500e+00 1.711068e-02 1.614652e-02 1.711068e-02
1.721500e+00 8.425162e-03 7.992591e-03 8.445546e-03
2.234500e+00 4.238021e-03 3.996834e-03 4.238021e-03
2.899500e+00 2.164852e-03 2.052501e-03 2.171833e-03
