# NNLO + N3LL: NNLOJET + RADISH
# x[1] y_ctr[2] y_min[3] y_max[4]
2.000000e-03 1.222779e+01 1.184135e+01 1.264727e+01
6.000000e-03 1.076956e+01 1.042043e+01 1.222662e+01
1.000000e-02 1.110661e+01 1.093457e+01 1.153840e+01
1.400000e-02 1.014396e+01 9.775586e+00 1.088324e+01
1.800000e-02 1.008071e+01 9.774129e+00 1.013294e+01
2.200000e-02 9.491153e+00 9.437981e+00 9.663201e+00
2.650000e-02 8.578907e+00 8.578907e+00 8.872658e+00
3.150000e-02 8.009733e+00 7.927421e+00 8.080101e+00
3.650000e-02 7.336321e+00 7.297947e+00 7.520105e+00
4.200000e-02 6.650045e+00 6.650045e+00 6.721146e+00
4.800000e-02 6.002291e+00 5.894967e+00 6.002291e+00
5.400000e-02 5.442549e+00 5.357204e+00 5.452786e+00
6.050000e-02 4.898664e+00 4.898664e+00 4.967187e+00
6.800000e-02 4.362359e+00 4.326590e+00 4.384229e+00
7.650000e-02 3.983672e+00 3.875740e+00 3.988464e+00
8.600000e-02 3.358526e+00 3.299588e+00 3.381914e+00
9.650000e-02 3.039900e+00 2.967532e+00 3.039900e+00
1.080000e-01 2.569239e+00 2.531529e+00 2.572866e+00
1.210000e-01 2.259692e+00 2.182168e+00 2.259692e+00
1.365000e-01 1.921662e+00 1.858416e+00 1.921662e+00
1.550000e-01 1.539215e+00 1.505440e+00 1.543861e+00
1.770000e-01 1.256257e+00 1.227219e+00 1.259712e+00
2.040000e-01 9.991164e-01 9.724215e-01 9.991164e-01
2.385000e-01 7.542793e-01 7.306674e-01 7.584107e-01
2.850000e-01 5.314767e-01 5.179908e-01 5.339357e-01
3.515000e-01 3.567820e-01 3.452496e-01 3.575018e-01
4.575000e-01 1.995362e-01 1.929211e-01 2.002596e-01
6.095000e-01 1.013816e-01 9.678549e-02 1.013816e-01
8.065000e-01 4.895573e-02 4.684264e-02 4.895573e-02
1.035500e+00 2.455932e-02 2.330522e-02 2.455932e-02
1.324500e+00 1.217303e-02 1.151980e-02 1.217303e-02
1.721500e+00 5.857849e-03 5.565430e-03 5.857849e-03
2.234500e+00 2.826854e-03 2.678685e-03 2.826854e-03
2.899500e+00 1.444827e-03 1.329895e-03 1.444827e-03
