# NNLO + N3LL: NNLOJET + RADISH
# x[1] y_ctr[2] y_min[3] y_max[4]
2.000000e-03 1.339150e+01 1.233450e+01 1.397588e+01
6.000000e-03 1.029632e+01 9.573726e+00 1.220091e+01
1.000000e-02 1.104171e+01 1.104171e+01 1.170416e+01
1.400000e-02 1.032494e+01 1.030882e+01 1.088300e+01
1.800000e-02 9.718228e+00 9.718228e+00 1.019352e+01
2.200000e-02 9.556104e+00 9.260806e+00 9.633536e+00
2.650000e-02 8.796908e+00 8.709295e+00 8.870183e+00
3.150000e-02 8.034647e+00 7.919779e+00 8.078459e+00
3.650000e-02 7.275629e+00 7.258013e+00 7.439525e+00
4.200000e-02 6.649239e+00 6.616033e+00 6.832828e+00
4.800000e-02 5.938337e+00 5.906796e+00 5.971640e+00
5.400000e-02 5.488461e+00 5.385462e+00 5.488461e+00
6.050000e-02 4.908315e+00 4.820861e+00 4.931285e+00
6.800000e-02 4.393516e+00 4.355993e+00 4.433338e+00
7.650000e-02 3.946920e+00 3.829057e+00 3.948197e+00
8.600000e-02 3.350945e+00 3.292467e+00 3.392167e+00
9.650000e-02 3.025902e+00 2.918641e+00 3.025902e+00
1.080000e-01 2.545979e+00 2.493944e+00 2.571101e+00
1.210000e-01 2.255273e+00 2.168912e+00 2.255273e+00
1.365000e-01 1.910838e+00 1.851050e+00 1.921693e+00
1.550000e-01 1.536597e+00 1.490459e+00 1.536597e+00
1.770000e-01 1.252893e+00 1.231755e+00 1.254822e+00
2.040000e-01 1.003972e+00 9.715493e-01 1.004576e+00
2.385000e-01 7.518092e-01 7.261591e-01 7.537167e-01
2.850000e-01 5.245678e-01 5.124216e-01 5.292940e-01
3.515000e-01 3.533779e-01 3.425471e-01 3.552630e-01
4.575000e-01 1.997274e-01 1.929775e-01 2.015619e-01
6.095000e-01 1.001380e-01 9.551936e-02 1.001380e-01
8.065000e-01 4.809245e-02 4.636026e-02 4.839743e-02
1.035500e+00 2.324309e-02 2.254946e-02 2.379347e-02
1.324500e+00 1.160226e-02 1.129351e-02 1.182540e-02
1.721500e+00 5.544981e-03 5.348644e-03 5.694959e-03
2.234500e+00 2.738369e-03 2.550064e-03 2.738369e-03
2.899500e+00 1.387612e-03 1.298958e-03 1.387612e-03
