# NNLO + N3LL: NNLOJET + RADISH
# x[1] y_ctr[2] y_min[3] y_max[4]
2.000000e-03 9.038690e+00 7.862194e+00 9.898039e+00
6.000000e-03 6.236668e+00 6.170125e+00 8.995269e+00
1.000000e-02 7.910764e+00 6.436638e+00 8.695422e+00
1.400000e-02 6.658269e+00 6.365667e+00 7.773881e+00
1.800000e-02 7.171186e+00 6.855596e+00 7.806904e+00
2.200000e-02 6.769742e+00 6.474900e+00 7.524468e+00
2.650000e-02 6.627913e+00 6.501288e+00 6.948858e+00
3.150000e-02 6.693818e+00 6.391765e+00 6.693818e+00
3.650000e-02 6.212911e+00 6.082674e+00 6.405585e+00
4.200000e-02 5.602670e+00 5.602670e+00 5.957484e+00
4.800000e-02 5.364631e+00 5.333744e+00 5.503649e+00
5.400000e-02 5.005631e+00 4.987583e+00 5.194591e+00
6.050000e-02 4.851611e+00 4.702673e+00 4.881454e+00
6.800000e-02 4.315347e+00 4.268737e+00 4.428280e+00
7.650000e-02 3.957171e+00 3.914909e+00 4.072038e+00
8.600000e-02 3.534635e+00 3.478551e+00 3.647971e+00
9.650000e-02 3.190381e+00 3.106793e+00 3.242782e+00
1.080000e-01 2.884086e+00 2.761371e+00 2.894842e+00
1.210000e-01 2.434001e+00 2.388682e+00 2.504535e+00
1.365000e-01 2.176298e+00 2.089116e+00 2.245575e+00
1.550000e-01 1.779936e+00 1.732463e+00 1.822531e+00
1.770000e-01 1.482066e+00 1.410298e+00 1.482066e+00
2.040000e-01 1.181098e+00 1.132702e+00 1.189064e+00
2.385000e-01 9.356247e-01 8.845686e-01 9.361768e-01
2.850000e-01 6.829129e-01 6.487035e-01 6.834778e-01
3.515000e-01 4.661650e-01 4.428578e-01 4.669867e-01
4.575000e-01 2.899377e-01 2.750199e-01 2.905241e-01
6.095000e-01 1.675735e-01 1.576907e-01 1.675735e-01
8.065000e-01 9.538198e-02 9.018121e-02 9.538198e-02
1.035500e+00 5.504171e-02 5.220448e-02 5.504171e-02
1.324500e+00 3.201417e-02 3.027653e-02 3.201417e-02
1.721500e+00 1.666740e-02 1.588270e-02 1.666740e-02
2.234500e+00 8.601070e-03 8.183574e-03 8.608243e-03
2.899500e+00 4.451416e-03 4.237214e-03 4.451416e-03
