# NNLO + N3LL: NNLOJET + RADISH
# x[1] y_ctr[2] y_min[3] y_max[4]
2.000000e-03 9.439744e+00 9.204443e+00 1.046342e+01
6.000000e-03 9.127831e+00 7.887656e+00 9.810758e+00
1.000000e-02 9.213406e+00 8.847304e+00 9.610296e+00
1.400000e-02 8.551608e+00 8.431565e+00 8.915716e+00
1.800000e-02 8.678507e+00 8.344148e+00 8.910455e+00
2.200000e-02 7.891973e+00 7.891973e+00 8.289298e+00
2.650000e-02 7.773769e+00 7.423154e+00 7.773769e+00
3.150000e-02 7.170642e+00 7.091034e+00 7.281201e+00
3.650000e-02 6.760577e+00 6.755726e+00 6.943170e+00
4.200000e-02 6.275924e+00 6.275924e+00 6.380839e+00
4.800000e-02 5.724990e+00 5.688046e+00 5.804015e+00
5.400000e-02 5.406297e+00 5.317351e+00 5.434373e+00
6.050000e-02 4.928289e+00 4.899160e+00 4.993197e+00
6.800000e-02 4.478722e+00 4.465195e+00 4.560423e+00
7.650000e-02 3.967448e+00 3.922790e+00 3.981751e+00
8.600000e-02 3.547667e+00 3.494771e+00 3.568682e+00
9.650000e-02 3.167928e+00 3.111589e+00 3.196637e+00
1.080000e-01 2.767757e+00 2.724639e+00 2.778155e+00
1.210000e-01 2.410151e+00 2.363753e+00 2.418070e+00
1.365000e-01 2.077490e+00 2.023936e+00 2.093125e+00
1.550000e-01 1.717407e+00 1.676689e+00 1.725072e+00
1.770000e-01 1.408647e+00 1.368828e+00 1.412110e+00
2.040000e-01 1.125512e+00 1.095212e+00 1.135389e+00
2.385000e-01 8.706061e-01 8.422192e-01 8.735340e-01
2.850000e-01 6.272698e-01 6.088890e-01 6.310537e-01
3.515000e-01 4.183370e-01 4.057059e-01 4.193693e-01
4.575000e-01 2.407253e-01 2.343548e-01 2.423599e-01
6.095000e-01 1.271878e-01 1.224466e-01 1.271878e-01
8.065000e-01 6.483056e-02 6.194223e-02 6.483056e-02
1.035500e+00 3.361329e-02 3.217986e-02 3.366937e-02
1.324500e+00 1.790765e-02 1.697115e-02 1.790765e-02
1.721500e+00 8.849252e-03 8.445365e-03 8.869915e-03
2.234500e+00 4.479685e-03 4.280608e-03 4.500559e-03
2.899500e+00 2.351693e-03 2.238740e-03 2.355641e-03
