# NNLO + N3LL: NNLOJET + RADISH
# x[1] y_ctr[2] y_min[3] y_max[4]
2.000000e-03 1.358246e+01 1.192635e+01 1.403898e+01
6.000000e-03 1.069896e+01 1.055765e+01 1.224496e+01
1.000000e-02 1.132553e+01 1.093342e+01 1.191341e+01
1.400000e-02 1.071734e+01 1.071734e+01 1.139525e+01
1.800000e-02 1.011351e+01 9.862079e+00 1.043543e+01
2.200000e-02 9.678440e+00 9.534060e+00 9.901252e+00
2.650000e-02 8.822294e+00 8.657007e+00 8.887908e+00
3.150000e-02 8.126658e+00 8.126658e+00 8.306316e+00
3.650000e-02 7.517305e+00 7.243057e+00 7.517305e+00
4.200000e-02 6.684529e+00 6.684529e+00 6.834650e+00
4.800000e-02 5.945114e+00 5.850772e+00 5.980216e+00
5.400000e-02 5.484245e+00 5.420741e+00 5.540039e+00
6.050000e-02 4.724597e+00 4.724597e+00 4.945228e+00
6.800000e-02 4.221006e+00 4.221006e+00 4.311279e+00
7.650000e-02 3.839214e+00 3.828775e+00 3.893791e+00
8.600000e-02 3.338514e+00 3.284910e+00 3.394102e+00
9.650000e-02 3.042385e+00 2.958526e+00 3.042385e+00
1.080000e-01 2.486398e+00 2.486398e+00 2.562733e+00
1.210000e-01 2.201104e+00 2.161265e+00 2.221827e+00
1.365000e-01 1.864576e+00 1.822855e+00 1.868170e+00
1.550000e-01 1.509479e+00 1.482949e+00 1.523081e+00
1.770000e-01 1.297689e+00 1.216459e+00 1.297689e+00
2.040000e-01 9.990403e-01 9.763436e-01 1.001640e+00
2.385000e-01 7.565619e-01 7.402896e-01 7.635850e-01
2.850000e-01 5.423699e-01 5.269435e-01 5.475623e-01
3.515000e-01 3.579876e-01 3.492394e-01 3.625526e-01
4.575000e-01 2.012380e-01 1.964144e-01 2.042473e-01
6.095000e-01 9.898133e-02 9.519202e-02 9.953098e-02
8.065000e-01 4.558048e-02 4.343120e-02 4.560715e-02
1.035500e+00 2.064911e-02 1.945809e-02 2.077395e-02
1.324500e+00 9.019927e-03 8.644329e-03 9.217995e-03
1.721500e+00 3.640009e-03 3.316902e-03 3.640009e-03
2.234500e+00 1.459588e-03 1.318750e-03 1.459588e-03
2.899500e+00 6.232902e-04 5.527857e-04 6.232902e-04
