# NNLO + N3LL: NNLOJET + RADISH
# x[1] y_ctr[2] y_min[3] y_max[4]
2.000000e-03 1.278112e+01 1.195900e+01 1.282072e+01
6.000000e-03 1.043334e+01 1.043334e+01 1.247876e+01
1.000000e-02 1.105434e+01 1.043499e+01 1.142376e+01
1.400000e-02 1.033746e+01 9.848844e+00 1.083672e+01
1.800000e-02 9.748461e+00 9.748461e+00 1.054352e+01
2.200000e-02 1.000482e+01 9.405515e+00 1.000482e+01
2.650000e-02 8.447503e+00 8.447503e+00 8.826824e+00
3.150000e-02 7.949847e+00 7.917145e+00 8.051719e+00
3.650000e-02 7.494112e+00 7.319195e+00 7.495396e+00
4.200000e-02 6.723047e+00 6.582772e+00 6.724049e+00
4.800000e-02 5.886935e+00 5.886935e+00 6.060871e+00
5.400000e-02 5.423343e+00 5.374057e+00 5.474352e+00
6.050000e-02 4.955189e+00 4.901498e+00 5.025497e+00
6.800000e-02 4.348368e+00 4.323587e+00 4.395155e+00
7.650000e-02 3.956779e+00 3.905917e+00 3.974079e+00
8.600000e-02 3.390490e+00 3.314303e+00 3.406091e+00
9.650000e-02 3.013345e+00 2.879100e+00 3.013345e+00
1.080000e-01 2.499767e+00 2.499767e+00 2.541623e+00
1.210000e-01 2.231206e+00 2.143953e+00 2.231206e+00
1.365000e-01 1.885311e+00 1.835739e+00 1.892764e+00
1.550000e-01 1.550414e+00 1.495399e+00 1.550414e+00
1.770000e-01 1.241253e+00 1.207001e+00 1.248468e+00
2.040000e-01 9.964930e-01 9.739027e-01 9.964930e-01
2.385000e-01 7.424543e-01 7.220786e-01 7.468364e-01
2.850000e-01 5.283509e-01 5.133196e-01 5.315774e-01
3.515000e-01 3.508669e-01 3.410798e-01 3.514427e-01
4.575000e-01 1.979601e-01 1.921421e-01 2.005327e-01
6.095000e-01 1.000283e-01 9.695999e-02 1.007376e-01
8.065000e-01 4.959438e-02 4.753845e-02 4.959438e-02
1.035500e+00 2.540791e-02 2.420454e-02 2.540791e-02
1.324500e+00 1.302322e-02 1.230172e-02 1.302322e-02
1.721500e+00 6.528564e-03 6.074523e-03 6.528564e-03
2.234500e+00 3.274134e-03 3.103228e-03 3.274134e-03
2.899500e+00 1.709340e-03 1.611825e-03 1.709340e-03
