# NNLO + N3LL: NNLOJET + RADISH
# x[1] y_ctr[2] y_min[3] y_max[4]
2.000000e-03 9.068053e+00 8.474306e+00 1.015962e+01
6.000000e-03 9.317162e+00 8.477396e+00 1.023860e+01
1.000000e-02 9.455562e+00 8.888487e+00 9.540125e+00
1.400000e-02 8.434803e+00 8.434803e+00 9.244418e+00
1.800000e-02 8.672870e+00 8.152356e+00 8.831555e+00
2.200000e-02 8.081564e+00 8.024750e+00 8.732922e+00
2.650000e-02 7.753022e+00 7.649750e+00 7.970076e+00
3.150000e-02 7.374983e+00 7.167725e+00 7.448020e+00
3.650000e-02 6.754169e+00 6.633394e+00 6.866801e+00
4.200000e-02 6.358618e+00 6.358618e+00 6.458390e+00
4.800000e-02 5.848243e+00 5.813563e+00 5.887754e+00
5.400000e-02 5.397712e+00 5.378280e+00 5.556078e+00
6.050000e-02 5.030193e+00 4.927518e+00 5.030193e+00
6.800000e-02 4.506110e+00 4.467861e+00 4.529752e+00
7.650000e-02 3.991750e+00 3.938458e+00 4.038492e+00
8.600000e-02 3.640836e+00 3.524115e+00 3.652118e+00
9.650000e-02 3.159904e+00 3.118613e+00 3.201118e+00
1.080000e-01 2.761339e+00 2.722158e+00 2.788013e+00
1.210000e-01 2.419742e+00 2.367503e+00 2.425274e+00
1.365000e-01 2.089658e+00 2.028112e+00 2.089658e+00
1.550000e-01 1.703228e+00 1.673411e+00 1.713622e+00
1.770000e-01 1.416297e+00 1.378077e+00 1.425911e+00
2.040000e-01 1.123395e+00 1.096107e+00 1.125522e+00
2.385000e-01 8.728002e-01 8.422141e-01 8.728002e-01
2.850000e-01 6.210143e-01 6.078539e-01 6.256306e-01
3.515000e-01 4.159575e-01 4.031160e-01 4.210731e-01
4.575000e-01 2.398791e-01 2.326382e-01 2.415538e-01
6.095000e-01 1.255254e-01 1.201492e-01 1.255254e-01
8.065000e-01 6.255708e-02 5.927150e-02 6.255708e-02
1.035500e+00 3.175584e-02 2.997493e-02 3.175584e-02
1.324500e+00 1.608964e-02 1.522100e-02 1.608964e-02
1.721500e+00 7.745731e-03 7.257108e-03 7.745731e-03
2.234500e+00 3.666021e-03 3.467414e-03 3.666021e-03
2.899500e+00 1.839139e-03 1.722938e-03 1.839139e-03
