# NNLO + N3LL: NNLOJET + RADISH
# x[1] y_ctr[2] y_min[3] y_max[4]
2.000000e-03 9.626100e+00 8.895988e+00 1.060247e+01
6.000000e-03 9.247856e+00 8.747344e+00 1.001130e+01
1.000000e-02 9.087013e+00 9.042277e+00 9.785338e+00
1.400000e-02 8.911127e+00 8.539161e+00 8.992746e+00
1.800000e-02 8.483328e+00 8.343971e+00 8.820175e+00
2.200000e-02 8.099385e+00 8.091382e+00 8.448170e+00
2.650000e-02 7.689670e+00 7.532921e+00 7.913471e+00
3.150000e-02 7.105609e+00 7.105609e+00 7.314089e+00
3.650000e-02 6.793309e+00 6.656694e+00 6.875512e+00
4.200000e-02 6.366898e+00 6.297126e+00 6.436826e+00
4.800000e-02 5.803783e+00 5.705738e+00 5.841152e+00
5.400000e-02 5.439850e+00 5.356686e+00 5.491119e+00
6.050000e-02 4.875917e+00 4.875917e+00 4.954910e+00
6.800000e-02 4.461647e+00 4.433393e+00 4.515452e+00
7.650000e-02 3.951957e+00 3.933061e+00 4.012348e+00
8.600000e-02 3.508067e+00 3.479276e+00 3.551635e+00
9.650000e-02 3.166443e+00 3.101776e+00 3.166443e+00
1.080000e-01 2.765515e+00 2.720155e+00 2.784935e+00
1.210000e-01 2.378665e+00 2.344730e+00 2.411127e+00
1.365000e-01 2.037469e+00 1.995459e+00 2.045844e+00
1.550000e-01 1.717250e+00 1.672841e+00 1.721671e+00
1.770000e-01 1.434510e+00 1.376449e+00 1.434510e+00
2.040000e-01 1.122261e+00 1.085413e+00 1.125131e+00
2.385000e-01 8.618115e-01 8.347422e-01 8.618115e-01
2.850000e-01 6.213589e-01 6.043807e-01 6.217219e-01
3.515000e-01 4.178754e-01 4.050146e-01 4.188845e-01
4.575000e-01 2.418317e-01 2.334589e-01 2.420547e-01
6.095000e-01 1.264154e-01 1.211832e-01 1.264154e-01
8.065000e-01 6.378038e-02 6.131655e-02 6.381455e-02
1.035500e+00 3.351572e-02 3.193460e-02 3.368454e-02
1.324500e+00 1.767976e-02 1.676964e-02 1.772038e-02
1.721500e+00 8.823983e-03 8.389233e-03 8.835552e-03
2.234500e+00 4.482115e-03 4.247937e-03 4.482115e-03
2.899500e+00 2.328773e-03 2.204775e-03 2.328773e-03
