source_date,id,status,open_user_id
2025-06-29 22:58:26,308024,new,Aaron Zapata
2025-06-29 16:20:32,446969,new,Aaron Zapata
2025-06-29 23:31:36,1022578,dont_call,Aaron Zapata
2025-06-29 23:29:19,1058817,fpfu,Aaron Zapata
2025-06-29 04:36:17,1058483,fpfu,Aaron Zapata
2025-06-29 12:49:44,911226,fpfu,Aaron Zapata
2025-06-29 04:31:52,327497,fpfu,Aaron Zapata
2025-06-29 02:23:44,676474,fpfu,Aaron Zapata
2025-06-29 04:12:18,1058476,new,Aaron Zapata
2025-06-29 23:59:40,1058828,new,Aaron Zapata
2025-06-29 23:56:11,1058825,fpfu,Aaron Zapata
2025-06-29 23:16:16,1058810,dont_call,Aaron Zapata
2025-06-29 22:59:45,1058804,new,Aaron Zapata
2025-06-29 22:55:22,1058802,dont_call,Aaron Zapata
2025-06-29 21:05:32,1058768,new,Aaron Zapata
2025-06-29 20:56:21,1058764,dont_call,Aaron Zapata
2025-06-29 20:19:09,1058751,dont_call,Aaron Zapata
2025-06-29 19:29:32,1058731,new,Aaron Zapata
2025-06-29 18:54:56,1058720,new,Aaron Zapata
2025-06-29 18:17:27,1058709,new,Aaron Zapata
2025-06-29 18:09:07,1058706,new,Aaron Zapata
2025-06-29 17:15:13,1058686,dont_call,Aaron Zapata
2025-06-29 15:50:56,1058653,dont_call,Aaron Zapata
2025-06-29 14:48:24,1058634,new,Aaron Zapata
2025-06-29 12:06:04,1058595,in_program,Aaron Zapata
2025-06-29 07:16:35,1058520,dont_call,Aaron Zapata
2025-06-29 05:59:41,1058510,new,Aaron Zapata
2025-06-29 04:59:58,1058495,dont_call,Aaron Zapata
2025-06-29 04:37:48,1058486,in_program,Aaron Zapata
2025-06-29 02:08:16,1058434,in_program,Aaron Zapata
2025-06-29 00:55:10,1058404,fpfu,Aaron Zapata
2025-06-29 00:53:32,1058403,new,Aaron Zapata
2025-06-29 00:08:41,1058389,new,Aaron Zapata
2025-06-29 14:16:22,1036299,new,Aaron Zapata
2025-06-29 23:56:26,943940,new,Aaron Zapata
2025-06-29 13:44:49,806389,new,Aaron Zapata
2025-06-29 01:36:43,623060,new,Aaron Zapata
