id,open_user_id,closer_id,status,source_date
952054,Paul Park,Paul Park,dont_call,2025-05-23 17:26:51
1040758,Paul Park,Paul Park,dont_call,2025-05-23 03:52:13
1041067,Paul Park,Paul Park,new,2025-05-23 21:18:19
1041043,Paul Park,Stephen Yracheta,new,2025-05-23 20:20:12
1040846,Paul Park,Paul Park,utr,2025-05-23 10:32:29
989534,Paul Park,Paul Park,new,2025-02-16 02:54:41
989459,Paul Park,Paul Park,new,2025-02-15 23:08:26
989351,Paul Park,Paul Park,new,2025-02-15 17:54:34
989334,Paul Park,Paul Park,new,2025-02-15 17:02:22
989323,Paul Park,Paul Park,new,2025-02-15 16:20:46
989132,Paul Park,Paul Park,new,2025-02-15 02:34:55
989066,Paul Park,Paul Park,new,2025-02-14 22:13:44
989024,Paul Park,Paul Park,new,2025-02-14 20:32:39
988954,Paul Park,Paul Park,new,2025-02-14 17:35:22
988919,Paul Park,Paul Park,dont_call,2025-02-14 16:04:39
988849,Paul Park,Paul Park,new,2025-02-14 13:21:30
988845,Paul Park,Paul Park,new,2025-02-14 13:16:18
988834,Paul Park,Paul Park,new,2025-02-14 12:51:57
988740,Paul Park,Paul Park,new,2025-02-14 05:24:52
988648,Paul Park,Paul Park,dont_call,2025-02-14 00:09:53
988590,Paul Park,Paul Park,new,2025-02-13 21:46:14
988547,Paul Park,Paul Park,new,2025-02-13 20:19:48
988495,Paul Park,Paul Park,new,2025-02-13 18:16:44
988479,Paul Park,Paul Park,new,2025-02-13 17:44:58
988373,Paul Park,Paul Park,new,2025-02-13 13:37:44
988181,Paul Park,Paul Park,new,2025-02-15 23:42:05
988119,Paul Park,Paul Park,new,2025-02-12 22:25:50
988034,Paul Park,Paul Park,new,2025-02-12 19:26:07
987963,Paul Park,Paul Park,new,2025-03-10 18:49:03
987771,Paul Park,Paul Park,fpnc,2025-02-12 09:32:41
987561,Paul Park,Paul Park,new,2025-02-12 00:33:56
987303,Paul Park,Paul Park,new,2025-04-03 20:03:29
987280,Paul Park,Paul Park,new,2025-02-11 13:43:58
987055,Paul Park,Paul Park,new,2025-02-10 23:35:34
986905,Paul Park,Paul Park,new,2025-02-10 17:31:46
986660,Paul Park,Paul Park,new,2025-02-10 03:45:07
986629,Paul Park,Paul Park,new,2025-02-10 02:11:06
986571,Paul Park,Paul Park,new,2025-02-09 22:31:14
986450,Paul Park,Paul Park,new,2025-03-21 16:08:29
986435,Paul Park,Paul Park,new,2025-02-09 16:19:58
986396,Paul Park,Paul Park,new,2025-02-09 14:24:39
986283,Paul Park,Paul Park,new,2025-02-09 06:19:48
986185,Paul Park,Paul Park,new,2025-02-08 23:12:53
986126,Paul Park,Paul Park,new,2025-02-08 19:12:10
986024,Paul Park,Paul Park,new,2025-02-08 12:34:05
985691,Paul Park,Paul Park,new,2025-02-07 15:55:00
985687,Paul Park,Paul Park,new,2025-02-07 15:40:15
985584,Paul Park,Paul Park,new,2025-02-07 07:41:33
985469,Paul Park,Paul Park,new,2025-02-07 00:14:46
985418,Paul Park,Paul Park,new,2025-02-06 22:21:06
985286,Paul Park,Paul Park,new,2025-02-06 17:41:43
985243,Paul Park,Paul Park,new,2025-02-06 15:56:51
985175,Paul Park,Paul Park,new,2025-02-06 12:48:32
984571,Paul Park,Paul Park,new,2025-02-05 03:53:58
984512,Paul Park,Paul Park,new,2025-02-05 01:10:31
984066,Paul Park,Paul Park,new,2025-05-14 18:58:00
983923,Paul Park,Paul Park,new,2025-02-10 10:57:14
983862,Paul Park,Paul Park,new,2025-02-03 20:49:35
983822,Paul Park,Paul Park,new,2025-04-16 04:29:06
983778,Paul Park,Paul Park,new,2025-02-03 17:40:15
983566,Paul Park,Paul Park,new,2025-02-03 07:32:09
983411,Paul Park,Paul Park,new,2025-02-02 21:29:12
983352,Paul Park,Paul Park,new,2025-04-28 17:56:20
983341,Paul Park,Paul Park,new,2025-02-02 17:14:54
983319,Paul Park,Paul Park,new,2025-02-02 16:12:16
