id,status,web_source_id,partner_id,create_date,source_date
391002,dont_call,"[143, 'GRH']",False,2022-10-15 01:42:14,2025-08-07 14:26:52
423638,fpfu,"[74, 'google']",False,2022-12-09 14:26:01,2025-07-25 18:16:22
412830,dont_call,"[31, 'facebook_form']",False,2022-11-21 14:20:25,2025-08-02 16:48:31
349277,utr,"[143, 'GRH']",False,2022-07-13 15:59:45,2025-08-06 00:43:26
659719,dont_call,"[22, 'in_house']",False,2023-10-07 03:34:20,2025-08-06 17:29:11
544203,fpnc,"[74, 'google']",False,2023-05-21 05:36:30,2025-08-01 02:24:30
677959,utr,"[22, 'in_house']",False,2023-10-28 05:10:28,2025-08-05 00:59:27
715941,dont_call,"[22, 'in_house']",False,2023-12-17 21:56:29,2025-08-04 18:01:31
753417,fpfu,"[31, 'facebook_form']",False,2024-01-26 23:30:54,2025-07-16 23:04:39
913834,dont_call,"[31, 'facebook_form']",False,2024-09-27 13:13:08,2025-07-28 06:43:26
912764,fpnc,"[22, 'in_house']",False,2024-09-25 17:11:27,2025-08-07 19:48:48
938947,utr,"[22, 'in_house']",False,2024-11-11 11:24:33,2025-08-07 14:56:02
932553,utr,"[22, 'in_house']",False,2024-10-31 23:49:48,2025-08-06 21:09:45
902922,dont_call,"[22, 'in_house']",False,2024-09-11 14:07:13,2025-08-07 14:30:46
860937,dont_call,"[86, 'googlerankhigher']",False,2024-06-23 21:18:47,2025-07-27 23:19:03
1019515,dont_call,"[143, 'GRH']",False,2025-04-11 21:02:11,2025-07-27 04:33:49
224541,fpnc,"[143, 'GRH']",False,2021-08-12 18:52:58,2025-08-05 17:44:34
984168,dont_call,"[86, 'googlerankhigher']",False,2025-02-04 09:12:38,2025-07-12 18:11:59
445997,dont_call,"[31, 'facebook_form']",False,2023-01-06 14:28:57,2025-08-02 06:38:33
1065749,fpfu,"[31, 'facebook_form']",False,2025-07-13 23:51:59,2025-07-13 23:52:02
1065590,dont_call,"[143, 'GRH']",False,2025-07-13 16:04:36,2025-07-13 23:36:24
1065411,dont_call,"[74, 'google']",False,2025-07-13 07:16:12,2025-07-13 07:16:15
1064649,dont_call,"[86, 'googlerankhigher']",False,2025-07-11 15:41:32,2025-07-11 15:42:12
1065726,fpfu,"[31, 'facebook_form']",False,2025-07-13 22:46:37,2025-07-13 22:46:40
1065243,fpfu,"[31, 'facebook_form']",False,2025-07-12 23:45:10,2025-07-12 23:45:13
1067347,dont_call,"[74, 'google']",False,2025-07-16 16:20:17,2025-07-16 16:20:20
1035913,fpfu,"[143, 'GRH']",False,2025-05-13 12:51:58,2025-07-15 23:36:48
1067260,fpfu,"[143, 'GRH']",False,2025-07-16 13:06:00,2025-07-16 13:06:03
1067019,fpnc,"[74, 'google']",False,2025-07-16 01:23:07,2025-07-16 01:23:11
1068315,fpfu,"[31, 'facebook_form']",False,2025-07-18 06:33:08,2025-07-18 06:33:12
1068295,fpfu,"[31, 'facebook_form']",False,2025-07-18 05:10:28,2025-07-18 05:10:31
1065542,fpfu,"[31, 'facebook_form']",False,2025-07-13 14:00:47,2025-07-17 19:38:30
1065352,fpfu,"[143, 'GRH']",False,2025-07-13 03:48:41,2025-07-13 12:47:20
1063248,fpfu,"[31, 'facebook_form']",False,2025-07-08 19:37:40,2025-07-17 13:46:16
1036115,fpfu,"[143, 'GRH']",False,2025-05-13 20:45:08,2025-07-14 02:57:31
759417,dont_call,"[113, 'sales_seo_web_inquiry']",False,2024-02-04 03:25:32,2025-07-16 22:56:37
95746,fpfu,"[143, 'GRH']",False,2020-02-18 22:51:13,2025-07-16 19:40:37
1070005,fpfu,"[31, 'facebook_form']",False,2025-07-21 12:53:56,2025-07-21 12:54:00
1069988,fpfu,"[143, 'GRH']",False,2025-07-21 12:04:13,2025-07-21 12:04:16
1069866,dont_call,"[31, 'facebook_form']",False,2025-07-21 04:02:29,2025-07-21 04:02:33
1069615,fpfu,"[31, 'facebook_form']",False,2025-07-20 19:07:15,2025-07-21 16:10:03
1069312,fpfu,"[31, 'facebook_form']",False,2025-07-20 02:32:52,2025-07-20 02:32:56
1068552,fpfu,"[143, 'GRH']",False,2025-07-18 17:31:45,2025-07-18 17:31:49
1068530,dont_call,"[74, 'google']",False,2025-07-18 16:50:47,2025-07-18 16:50:50
1067923,fpfu,"[31, 'facebook_form']",False,2025-07-17 15:25:27,2025-07-17 15:25:31
1066129,fpfu,"[143, 'GRH']",False,2025-07-14 16:34:00,2025-07-14 16:34:03
1065299,fpfu,"[143, 'GRH']",False,2025-07-13 01:39:38,2025-07-13 01:39:42
1070387,fpfu,"[143, 'GRH']",False,2025-07-22 00:27:39,2025-07-22 00:27:42
