result_id,fixture_id,home_score,away_score,player_id
1,1,1,0,
2,2,0,2,
3,3,2,0,
4,4,0,3,
5,5,1,0,
6,6,1,1,
7,7,1,2,
8,8,2,1,
9,9,0,2,
10,10,1,1,
11,11,2,1,
12,12,0,2,
13,13,2,1,
14,14,4,1,
15,15,0,1,
16,16,4,0,
17,17,0,2,
18,18,1,1,
19,19,2,6,
20,20,2,0,
21,21,1,1,
22,22,3,1,
23,23,2,3,
24,24,1,1,
25,25,1,2,
26,26,1,1,
27,27,1,3,
28,28,1,1,
29,29,2,1,
30,30,0,3,
31,31,0,3,
32,32,0,0,
33,33,2,2,
34,34,1,1,
35,35,0,1,
36,36,2,1,
37,37,3,2,
38,38,0,1,
39,39,0,1,
40,40,1,2,
41,41,0,3,
42,42,3,1,
43,43,3,1,
44,44,1,1,
45,45,3,0,
46,46,1,1,
47,47,3,1,
48,48,0,0,
49,49,2,2,
50,50,2,2,
51,51,1,1,
52,52,4,2,
53,53,1,1,
54,54,4,2,
55,55,2,1,
56,56,0,1,
57,57,1,2,
58,58,2,2,
59,59,0,3,
60,60,3,1,
61,61,0,1,
62,62,3,1,
63,63,5,3,
64,64,1,0,
65,65,3,2,
66,66,4,1,
67,67,0,0,
68,68,0,0,
69,69,1,1,
70,70,3,2,
71,71,4,1,
72,72,1,3,
73,73,2,1,
74,74,0,1,
75,75,2,3,
76,76,0,2,
77,77,2,0,
78,78,1,2,
79,79,2,1,
80,80,1,0,
81,81,1,3,
82,82,1,1,
83,83,4,3,
84,84,2,2,
85,85,1,0,
86,86,1,1,
87,87,2,1,
88,88,1,0,
89,89,2,1,
90,90,2,2,
91,91,1,0,
92,92,2,1,
93,93,1,1,
94,94,2,1,
95,95,3,0,
96,96,1,0,
97,97,2,2,
98,98,4,1,
99,99,1,1,
100,100,2,1,
101,101,3,2,
102,102,0,2,
103,103,0,0,
104,104,2,0,
105,105,2,1,
106,106,2,0,
107,107,3,0,
108,108,1,3,
109,109,1,2,
110,110,1,1,
111,111,1,2,
112,112,3,0,
113,113,2,2,
114,114,1,2,
115,115,0,0,
116,116,1,4,
117,117,0,4,
118,118,2,3,
119,119,1,1,
120,120,0,2,
121,121,1,1,
122,122,4,1,
123,123,1,1,
124,124,1,0,
125,125,2,4,
126,126,2,5,
127,127,3,0,
128,128,4,0,
129,129,1,1,
130,130,2,0,
131,131,0,1,
132,132,3,1,
133,133,4,0,
134,134,3,0,
135,135,3,3,
136,136,1,5,
137,137,2,0,
138,138,3,1,
139,139,3,1,
140,140,1,0,
141,141,1,0,
142,142,4,2,
143,143,2,2,
144,144,2,3,
145,145,1,1,
146,146,1,2,
147,147,2,2,
148,148,3,4,
149,149,2,1,
150,150,0,0,
151,151,2,2,
152,152,4,0,
153,153,1,2,
154,154,2,1,
