,Num_MCs,Perplexity,Coherence
0,2,1.0465661462916906,
1,3,1.0445666853323745,
2,4,1.065641048388802,
3,5,1.3789052412403575,
4,6,1.3665844621027643,
5,7,1.3009272074309026,
6,8,1.3853872758718393,
7,9,1.4698678247704013,
8,10,1.3814668932862253,
9,11,1.397915068615443,
10,12,1.3721133560467864,
11,13,1.55640806210062,
12,14,1.45713702438921,
13,15,1.4026723108137327,
14,16,1.5245020050030402,
15,17,1.4510236689833698,
16,18,1.5315478631939254,
17,19,1.5363772575170047,
18,20,1.6316796719666482,
