time_stamp,airspeed,groundspeed,throttle,climb,heading,GPS_status,Gyro_status,Accel_status,Baro_status,PreArm_error,satellites_visible,lat,lon,relative_alt,nav_roll,nav_pitch,nav_bearing,target_bearing,wp_dist,alt_error,chan1_raw,chan2_raw,chan3_raw,chan4_raw,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,MODE,PHASE
22:46:22,0,0.027771007,0,0.015832327,1,1,1,1,1,0,10,-35.3632621,149.1652375,7,-0.000233116,0.000245495,1,0,0,-0.029281789,1500,1500,1000,1500,1.70E-05,3.141592654,0.027666086,0.000238961,0.000360626,0.002262596,STABILIZE,INITIALISATION
22:46:23,0,0.029331533,0,0.007734557,1,1,1,1,1,0,10,-35.3632622,149.1652375,3.5,-0.000233116,0.000245495,1,0,0,-0.025444952,1500,1500,1000,1500,-2.88E-05,3.141592654,0.027325558,0.000234268,0.00026052,0.002324549,STABILIZE,INITIALISATION
22:46:24,0,0.025769468,0,0.002952189,1,1,1,1,1,0,10,-35.3632622,149.1652375,0,-0.000233115,0.000245495,1,0,0,-0.01941062,1500,1500,1000,1500,-0.000332812,3.141592654,0.026553847,0.000324166,0.00026182,0.002093649,STABILIZE,INITIALISATION
22:46:25,0,0.023767889,0,0.001124411,1,1,1,1,1,0,10,-35.3632622,149.1652375,0,-0.000233115,0.000245495,1,0,0,-0.015930763,1500,1500,1000,1500,-0.000559255,3.141592654,0.026111491,0.000265833,0.000247997,0.002096028,STABILIZE,INITIALISATION
22:46:31,0,0.021226736,0,-0.007367539,1,1,1,1,1,0,10,-35.36326215,149.1652375,0,-0.000233116,0.000245496,1,0,0,0.005231584,1500,1500,1000,1500,-0.000854568,3.141592654,0.023623886,0.000221355,0.000164224,0.001599589,STABILIZE,INITIALISATION
22:46:35,0,0.020492281,0,-0.005574501,1,1,1,1,1,0,10,-35.3632622,149.1652375,0,-0.000233118,0.000245498,1,0,0,0.008759262,1500,1500,1000,1500,-0.00095513,3.141592654,0.022537958,0.000320927,0.000251327,0.001627069,STABILIZE,INITIALISATION
22:46:36,0,0.01852946,0,-0.005066322,1,1,1,1,1,0,10,-35.3632622,149.1652375,0,-0.000233118,0.000245498,1,140,0,0,1500,1500,1000,1500,-0.000967716,3.141592654,0.022274167,0.000195377,0.000115494,0.001583851,AUTO,TAKEOFF
22:46:37,0,0.008199584,0,0.006202918,1,1,1,1,1,0,10,-35.3632621,149.1652375,2.25,-0.000233119,0.000245498,1,137.5,0,0,1500,1500,1000,1500,-0.000903853,3.141592654,0.022088251,0.000277153,0.000298131,0.001533382,AUTO,TAKEOFF
22:46:38,0,0.001773809,0,0.006406441,1,1,1,1,1,0,10,-35.3632621,149.1652375,6,-0.000233119,0.000245498,1,139.5,0,0,1500,1500,1000,1500,-0.000629872,3.141592654,0.021797848,0.000290169,0.000268484,0.001483118,AUTO,TAKEOFF
22:46:39,0,0.003362065,13,0.003927354,1,1,1,1,1,0,10,-35.3632621,149.1652375,6,-0.047056633,0.008288982,1,141,0,0.061900546,1500,1500,1000,1500,-0.00044097,3.141592654,0.021596862,0.000318081,0.000261678,0.001462168,AUTO,TAKEOFF
22:46:40,0.006,0.010788889,54,0.812649012,1,1,1,1,1,0,10,-35.3632621,149.1652375,276.5,-0.158700772,0.110501703,1,145,0,0.383623764,1500,1500,1000,1500,0.002025284,3.141592654,0.021387068,-0.002056577,0.004026631,0.00190105,AUTO,TAKEOFF
